nom,Description,secteur_activite,email,Téléphone,Site web,source_sheet
café de la débrouille (le) - clinique d'impôts,Clinique d'impôts ouverte à l'année.,Soutien aux personnes vulnérables / Autres missions sociales,lecafedeladebrouille@videotron.ca,450 206-1008,www.lecafedeladebrouille.org,Provincial
cancer colorectal canada,"Soutien aux personnes vivant avec le cancer colorectal. Information et soutien psychologique individuel par téléphone. Groupes de soutien en virtuel. Sensibilisation, séances d'éducation et webinaires...",Santé / Soutien aux personnes vulnérables,info@colorectalcancercanada.com,514 875-7745,www.colorectalcancercanada.com/fr,Provincial
cantine pour tous (la),Collectif qui fédère des organisations d'économie sociale et solidaire La Cantine à Domicile: repas congelés préparés par organismes locaux et livrés à domicile. La Cantine dans les Écoles: repas pour...,Bien Etre Alimentaire / Développement communautaire,info@lacantinepourtous.org,1 833 437-0958,lacantinepourtous.org,Provincial
cap santé mentale,Regroupement et représentation des organismes pour proches de personnes vivant avec une maladie mentale. Soutien et mobilisation. Ressources en ligne. Ligne téléphonique de référence. Groupe Facebook ...,Santé / Soutien aux personnes vulnérables,info@capsantementale.ca,1 855 272-7837,www.capsantementale.ca,Provincial
carat - centre d'aide et de réhabilitation pour alcooliques et toxicomanes,Centre de thérapie interne à durée variable. Programme distinct pour les dépendances aux substances. Programme interne d'une durée de 25 semaines. Programmes de 3 mois pour perso,Soutien aux personnes vulnérables / Santé,info@therapie-carat.com,450 293-3570,www.therapie-carat.com,Provincial
carrefour espoir et sobriété,"Services internes et externes aux personnes et familles vivant avec un problème de dépendance ou de codépendance: alcoolisme, toxicomanie, jeu compulsif, compulsion alimentaire, problèmes sexuels, dép...",Soutien aux personnes vulnérables / Santé,carrefourrespoir2000@gmail.com,450 681-2399,www.carrefourespoir.org,Provincial
carrefour point tournant,Centre de réadaptation interne de 3 mois. Programme distinct pour les dépendances aux substances. Programme thérapeutique de 12 semaines avec hébergement. Accueil et évaluation. Rencontres individuell...,Santé / Soutien aux personnes vulnérables,info@carrefourlepointtournant.com,450 651-0418,www.carrefourlepointtournant.com,Provincial
centrami,"Aide en santé mentale.? Groupe d'entraide. Centre de jour: activités d'autonomisation. Discussion, partage, soutien et information.",Santé / Soutien aux personnes vulnérables,centram1@bellnet.ca,514 761-1509,www.centrami.ca,Provincial
"centre amitié, ressources et entraide pour la jeunesse",Communauté de soutien pour jeunes et ancien·ne·s de tous les stages de protection de l'enfance. Événements sociaux et ateliers. Service de références. Opportunités de plaidoyer. Clinique d'impôts po,Développement enfants et familles / Soutien aux personnes vulnérables,direction@carejeunesse.org,514 307-2474,www.carejeunesse.org,Provincial
centre associatif polyvalent d'aide hépatite c,"Ligne téléphonique d'écoute et d'information sur le VIH, l'hépatite B et C et la co-infection. Publication de brochures. Formation, éducation, symposium. Comités de concertation.",Santé / Soutien aux personnes vulnérables,info@capahc.org,1 866 522-0444,capahc.com,Provincial
centre attitude,Centre privé offrant des retraites de ressourcement et des services de développement personnel. Consultation individuelle en relation d'aide. Ateliers de 5 jours intensifs à l'interne pour adultes por...,Santé / Soutien aux personnes vulnérables,info@centreattitude.com,450 240-0404,centreattitude.com,Provincial
centre culturel algérien,Accueil et orientation des personnes nouvellement arrivées. Aide à la recherche d'emploi. Orientation professionnelle. Aide à la rédaction de CV. Soutien psychologique et matériel ponctuel et référenc...,Autres missions sociales / Emploi,info@ccacanada.org,514 721-4680,ccacanada.org,Provincial
centre d'action bénévole de hull - clinique d'impôts,Clinique d'impôts à l'année. Service intensif en mars et en avril.,Soutien aux personnes vulnérables / Autres missions sociales,impot@benevoles-outaouais.org,819 778-2900,cabhull.org/services/service-daide-aux-impots,Provincial
centre d'action bénévole de saint-césaire - clinique d'impôts,Clinique d'impôts à l'année.,Soutien aux personnes vulnérables / Autres missions sociales,services@cabacoeur.org,450 469-3279,www.cabacoeur.org,Provincial
centre de communication adaptée,"Regroupement mobilisateur d'organismes et de personnes pour rendre accessible la langue des signes et l'éducation dans les pays de la francophonie. Sensibilisation, formation et recherche. Réseau soci...",Santé / Éducation et formation,cca.info@surdite.org,819 345-4017,surdite.org,Provincial
centre de la fluidité verbale de montréal,"Centre d'orthophonie et de psychopédagogie. Séances individuelles et de groupe en orthophonie et apprentissage. Évaluations en matière de langue, parole, langage et littéracie. Évaluations concernant ...",Santé / Éducation et formation,reception@montrealfluency.com,514 489-4320,https://fluiditemontreal.com/,Provincial
centre de recherche et d'expertise en gérontologie sociale,Recherche scientifique. Développement de services et de pratiques de pointe. Participation à l'enseignement universitaire. Formation pour professionnels du réseau de la santé et des services soc,Santé / Éducation et formation,info@creges.ca,,www.creges.ca,Provincial
centre de santé des femmes de montréal,Services en santé sexuelle et reproductive. Interruption de grossesse. Clinique en santé gynécologique pour femmes vulnérables. Information et référence. Ateliers en santé sexuelle et reproductive dan...,Santé / Soutien aux personnes vulnérables,info@csfmontreal.qc.ca,514 270-6110 poste 2,csfmontreal.qc.ca,Provincial
centre humanitaire local,"Centre de favorisation de l'intégration des personnes réfugiées et demandeur·se·s d'asile. Services de rééducation, réadaptation, réinsertion et prévention en ergothérapie. Accompagnement en santé men...",Autres missions sociales / Santé,centrehumanitairelocal@outlook.com,514 600-7675,centre-humanitaire-local.jimdosite.com,Provincial
centre international d'étude sur le jeu et les comportements à risque chez les jeunes,Centre de recherche sur la participation des jeunes aux jeux d'argent et les problématiques connexes. Recherche. Information et documentation. Formation et activités d,Santé / Éducation et formation,ygi.educ@mcgill.ca,514 398-1391,jeuchezlesjeunes.com,Provincial
centre marcelle et jean coutu,Activités adaptées. Camp de jour estival. Répit spécialisé de fin de semaine. Répit estival hebdomadaire. Hébergement en alternance autisme-jeunesse.,Santé / Développement enfants et familles,info@lepilier.org,450 624-0980,www.lepilier.org/les-services/le-centre-marcelle-et-jean-coutu,Provincial
centre option-prévention tvds (le),"Services d'accompagnement, de soutien et d'entraide en individuel et en groupe, en virtuel ou en présentiel, dans les domaines suivants : dépendances, violence, criminalité, anxiété, stress, symptômes...",Soutien aux personnes vulnérables / Santé,centretvds@videotron.ca,514 898-9805,centretvds.org,Provincial
centre philou,"Organisme offrant des services aux personnes polyhandicapés ainsi que leur famille. Accompagnement familial: écoute, information et référence. Séjours de répit de 24 à 48 heures minimum incluant plusi...",Santé / Développement enfants et familles,info@centrephilou.com,514 739-4861,centrephilou.com,Provincial
centre québécois d'excellence pour la prévention et le traitement du jeu,"Unité de recherche spécialisée dans la problématique du jeu d'argent pathologique. Information en ligne: comprendre le jeu, les pièges du jeux de hasard, suis-je à risque, un de me",Santé / Soutien aux personnes vulnérables,jeux@psy.ulaval.ca,1 866 677-5389,gambling.psy.ulaval.ca,Provincial
chez-nous solidaire,Logements supervisés pour personnes autonomes avec une déficience intellectuelle de modérée à légère avec ou sans trouble du spectre de l'autisme. Supervision. Soutien à l'autonomie et animation. Serv...,Santé / Logement,info@chez-noussolidaire.org,514-673-2360,www.chez-noussolidaire.org,Provincial
citad'elle de lachute (la),Maison d'hébergement temporaire pour femmes et enfants. Ligne d'écoute. Service de clavardage. Soutien externe sans hébergement. Intervention jeunesse. Réintégration sociale. Animation d'ateliers et d...,Soutien aux personnes vulnérables / Développement enfants et familles,administration@citadellelachute.ca,450 562-7797,citadellelachute.ca,Provincial
clic aide,"Service de consultation en vidéoconférence à faible coût pour personnes, couples et familles vivant une situation difficile ou ressentant le besoin de se confier. Consultation individuelle, conjugale ...",Santé / Soutien aux personnes vulnérables,info@clicaide.org,,www.clicaide.org,Provincial
clic opeq,Ordinateurs remis à neuf à prix abordable pour le cheminement académique ou professionnel d'un·e membre de la famille.,Soutien aux personnes vulnérables / Éducation et formation,demande@opeq.qc.ca,1 877 617-6737,www.opeq.qc.ca/recevoir/programme-clic-opeq,Provincial
clinique d'intervention psychosociale et counseling aop,"Consultation: dépression, anxiété, estime de soi, deuil, isolement, dépendance (alcool, drogues, Internet, jeu), gestion de la colère, stress post-traumatique, trouble de l'attention avec hyperact",Santé / Soutien aux personnes vulnérables,addictionoutreach@hotmail.com,514 731-8000,addictionoutreach.ca,Provincial
clinique de droit notarial de l'outaouais,Clinique de droit notarial. Séances d'informations juridiques individualisées et de groupe offertes par les étudiant·e·s de la faculté de droit de l'Université d'Ottawa sous la supervision de notaires...,Défense des droits / Éducation et formation,info@cliniquededroitnotarial.ca,819 600-9393,cliniquedroitnotarial.ca,Provincial
clinique pour la justice migrante,"Clinique juridique communautaire défendant les droits civils, politiques et socioéconomiques des personnes migrantes à statut précaire. Services juridiques holitiques, vulgarisation et information jur...",Défense des droits / Soutien aux personnes vulnérables,info@cjm-mjc.org,514 523-6666,cliniquejusticemigrante.org/fr,Provincial
coalition des associations de consommateurs du québec,"Regroupement d'associations de consommateur·rice·s dont la mission vise la défense collective des droits et des intérêts des citoyen·ne·s consommateur·rice·s et de contribuer aux changements sociaux,",Défense des droits,info@cacq.ca,1 877 962-2227,defensedesconsommateurs.org,Provincial
coalition des familles lgbt+ - groupes de soutien,"Groupes de soutien pour parents et futurs parents lesbiens, gais, bisexuels et trans. Lieu de rencontre pour partager des ressources et s'amuser ensemble avec leurs enfants, plusieurs fois par mois. É...",Soutien aux personnes vulnérables / Développement enfants et familles,info@familleslgbt.org,514 878-7600,familleslgbt.org,Provincial
coalition des organismes communautaires pour le développement de la main-d'oeuvre,Insertion et intégration en emploi. Formation et éducation adaptées aux besoins. Promotion et défense des droits. Développement local et communautaire.,Emploi / Défense des droits,communication@cocdmo.qc.ca,514 948-0505,cocdmo.qc.ca,Provincial
coalition des organismes communautaires québécois de lutte contre le sida,"Soutien aux organismes: concertation, évaluation et réseautage. Promotion de la santé sexuelle à travers la prévention et l'information. Cercle Orange: suivi médical pour les per",Santé / Soutien aux personnes vulnérables,info@cocqsida.ca,1 866 535-0481,www.cocqsida.com,Provincial
cocaïnomanes anonymes,Groupe d'entraide hebdomadaire basé sur les douze étapes pour personnes souhaitant cesser l'usage de la cocaïne ou de toute autre substance qui altère le comportement. Liste des réunions disponible en...,Soutien aux personnes vulnérables,appelalaide@caquebec.org,514 527-0657,www.caquebec.org,Provincial
coeliaque canada  - quebec cc support group,Groupe de soutien pour les personnes vivant avec la maladie coliaque et les troubles liés au gluten. Groupe d'entraide en ligne. Information sur les activités locales. Information sur les activités et...,Santé / Soutien aux personnes vulnérables,quebecsupportgroup@celiac.ca,1 800 363-7296,www.celiacquebec.ca/fr,Provincial
collectif - employabilité,Accompagnement et accueil des nouveaux arrivants. Service d'aide à l'emploi: centre cyberemploi et formations. Emplois hors de Montréal pour personnes immigrantes: www.emploisenregions.ca/emploi-immig...,Emploi / Autres missions sociales,emploi@cfiq.ca,514 374-7999,www.cfiq.ca,Provincial
collectif des entreprises d'insertion du québec,Regroupement d'entreprises d'insertion. Information. Promotion et représentation. Réseautage. Soutien à la formation et à la commercialisation. Mutuelle de formation.,Emploi / Développement communautaire,ceiq@collectif.qc.ca,514 270-4905,collectif.qc.ca,Provincial
communautique,"Initiation aux technologies de la communication et de l'informatique: maîtrise, appropriation et développement des compétences. Formations en ligne. Fab Lab: laboratoire de fabrication créative avec d...",Éducation et formation / Développement communautaire,info@communautique.quebec,1 877 948-6644,www.communautique.quebec,Provincial
communauté moldave du québec,"Intégration de la communauté moldave et roumaine à la société québécoise. Coopération intergénérationnelle. Aide aux personnes nouvellement arrivées: formation sur l'intégration, consultations individ...",Autres missions sociales / Développement communautaire,cm.quebec@yahoo.com,438 937-3608,www.moldovaquebec.ca,Provincial
communauté togolaise au canada,"Assistance aux nouveaux arrivants: accueil et orientation, aide pour les démarches d'immigration, aide pour trouver un hébergement temporaire. Intégration professionnelle: orientation professionnelle ...",Autres missions sociales / Soutien aux personnes vulnérables,communications@ctcanada.org,438 804-4372,ctcanada.org,Provincial
concertation des luttes contre l'exploitation sexuelle,"Écoute téléphonique, soutien, information et référence. Accompagnement et soutien dans les démarches (santé, juridique, logement). Groupe de soutien pour les femmes impliquées ou ayant un vécu dans",Soutien aux personnes vulnérables / Défense des droits,info@lacles.org,514 750-4535,www.lacles.org,Provincial
conseil d'intervention pour l'accès des femmes au travail,Défense des droits des femmes au travail. Ligne Femmes Métiers Avenir: accompagnement et référence pour aider au choix de carrière ou de métier. Ligne Femmes Équité Salaire: soutien en équité sal,Défense des droits / Emploi,info@ciaft.qc.ca,514 954-0220,ciaft.qc.ca,Provincial
conseil du statut de la femme,Organisme consultatif. Promotion et défense des droits des femmes. Avis sur des sujets concernant l'égalité et le respect des droits des femmes. Publication d'études et de documents d'information en m...,Défense des droits,csf@csf.gouv.qc.ca,1 800 463-2851,csf.gouv.qc.ca,Provincial
conseil en éducation des premières nations,Association de Premières Nations et de communautés qui ont pour but de maîtriser entièrement leur éducation. Programme d'éducation spéciale au sein des communautés autochtones. Nouveaux sentiers en éd...,Éducation et formation / Développement communautaire,info@cepn-fnec.com,1 855 842-7672,cepn-fnec.com,Provincial
conseil national des chômeurs et chômeuses,"Regroupement de groupes de défense des droits. Action collective, éducation et sensibilisation. Rencontres individuelles et collectives.",Défense des droits / Emploi,cnc@lecnc.com,,www.lecnc.com,Provincial
conseil pour la protection des malades,"Promotion et défense des droits des usager·ère·s du réseau de la santé et des services sociaux. Service téléphonique d'information sur les droits des usager·ère·s. Services-conseils. Conférence, forma...",Défense des droits / Santé,info@cpm.qc.ca,1 877 276-2433,cpm.qc.ca,Provincial
conseil québécois lgbt,"Concertation et représentation auprès des instances décisionnelles. Défense des droits et libertés. Militantisme, sensibilisation et formation. Répertoire des activités de formation et de sensibilisat...",Défense des droits,info@conseil-lgbt.ca,514 759-6844,conseil-lgbt.ca,Provincial
conseil québécois sur le tabac et la santé,"Éducation et sensibilisation aux dangers de la consommation des produits du tabac, aux effets de la fumée secondaire et aux avantages de cesser de fumer. Programmes et campagnes visant la prévention e...",Santé,info@cqts.qc.ca,514 948-5317,cqts.qc.ca,Provincial
croix-rouge canadienne - division du québec,"Services humanitaires et secours d'urgence lors de catastrophes ou de conflits au Canada et partout dans le monde. Cours de secourisme, de gardiens avertis et de RCR. Trouver un cours: myrc.redcross.c...",Soutien aux personnes vulnérables / Santé,comptezsurnous@croixrouge.ca,1 800 363-7305,www.croixrouge.ca,Provincial
cultures et langues autochtones,"Accompagnement et soutien financier pour la réalisation de projets de jeunes autochtones impliquant une mobilité au Québec, au Canada ou à l'international. Accompagnement personnalisé tout au long du ...",Autres missions sociales / Développement communautaire,info@lojiq.org,1 800-465-4255,www.lojiq.org/partenariat-initiative-cultures-et-langues-autochtones,Provincial
debout pour la dignité,"Groupe de défense des minorités visibles et des immigrant·e·s. Accompagnement des victimes d'actes racistes: accueil, écoute et références. Aide à la recherche de logement. Aide à la recherche d'emplo...",Défense des droits / Soutien aux personnes vulnérables,deboutpourdignite@gmail.com,514 512-5907,,Provincial
degama - emplois en régions,Accompagnement personnalisé pour l'intégration en région et la recherche d'emploi au Québec. Évaluation des besoins professionnels. Identification de l'objectif professionnel. Adaptation du CV et de l...,Emploi / Autres missions sociales,nath@degama.ca,,www.degama.ca,Provincial
deuil-jeunesse,"Intervention professionnelle pour jeunes et famille vivant la maladie grave, la disparition ou la mort d'un·e proche ou perte liée à l'abandon ou à l'adoption. Groupes d'intervention et suivis individ...",Santé / Développement enfants et familles,info@deuil-jeunesse.com,1 855 889-3666,deuil-jeunesse.com,Provincial
diabète québec,"Accompagnement des personnes vivant avec le diabète pour l'amélioration de leur bien-être. Information: service InfoDiabète par téléphone et clavardage, site internet, documentation. Défense des intér...",Santé / Défense des droits,infodiabete@diabete.qc.ca,514 259-3422,www.diabete.qc.ca,Provincial
drogue: aide et référence,"aide et référence : Service confidentiel, bilingue et gratuit d'information, de référence et de soutien sur l'alcoolisme et les toxicomanies. Ligne téléphonique. Clavardage. Orientation vers les servi...",Soutien aux personnes vulnérables / Santé,dar@aidedrogue.ca,514 527-2626,www.aidedrogue.ca,Provincial
dystrophie musculaire canada - division du québec,"Soutien, information et documentation. Programme de navigation des systèmes. Aide financière de dernier recours pour les équipements ou tout autre besoin relié au diagnostic. Financement de la recherc...",Santé / Soutien aux personnes vulnérables,info@muscle.ca,1 800 567-2873,muscle.ca/fr,Provincial
débiteurs anonymes,Groupe d'entraide de 12 étapes pour sortir de l'endettement compulsif. Rencontres virtuelles: groupe francophone et anglophone.,Soutien aux personnes vulnérables,contact@debanonmontreal.ca,438 809 7799,www.debanonmontreal.ca/FR/home.html,Provincial
déclic action - pavillon la maisonnée,"Ressource d'aide en dépendance offrant trois programmes (désintoxication, thérapie et réinsertion sociale). Centre de réadaptation interne de 21 ou 28 jours. Programme distinct pour les dépendances au...",Soutien aux personnes vulnérables / Santé,info@declicaction.com,450 628-1011 poste 105,www.declicaction.com,Provincial
"en coeur, fondation québécoise pour les enfants malades du coeur",Information et soutien financier. Sensibilisation du grand public. Contribution à l'amélioration des services médicaux en cardiologie pédiatrique et en cardiologie congénitale pour adulte,Santé,encoeur@en-coeur.org,514 737-0804 poste 101,en-coeur.org,Provincial
enfant soleil,Collecte de fonds pour soutenir le développement d'une pédiatrie de qualité et contribuer à la réalisation de projets d'intervention sociale pour tous les enfants du Québec.,Santé / Développement enfants et familles,contact@enfantsoleil.ca,1 877 683-2325,www.enfantsoleil.ca,Provincial
enfant-adulte de famille dysfonctionnelle ou alcoolique - montréal,Groupe de soutien pour adultes ayant vécu dans une famille dysfonctionnelle ou alcoolique. Programme de 12 étapes. Liste des réunions: eada.qc.ca/reunions,Soutien aux personnes vulnérables / Santé,info@eada.qc.ca,514 990-0901,eada.qc.ca,Provincial
engagez-vous pour le communautaire,Campagne nationale de mobilisation unissant les différents secteurs de l'action communautaire autonome au Québec. Informations sur les différents regroupements provinciaux du mouvement ACA: engagezvou...,Développement communautaire / Défense des droits,campagnes@rq-aca.org,,engagezvousaca.org,Provincial
entraide grands brûlés,Jumelage patient·e·s-ressources réunissant un·e grand·e brûlé·e récent·e et un·e bénévole ayant survécu à cette épreuve. Interventions individuelles. Camp d'été d'une semaine pour enfants de 7 à 17 an...,Santé / Soutien aux personnes vulnérables,dg@entraidegb.org,514 527-7555,www.entraidegb.org,Provincial
entreprendre ici,Soutien aux personnes entrepreneuses issues de la diversité ethnoculturelle. Accompagnement sur mesure et soutien. Programme Avantages EICI: groupe de personnes expertes de différents domaines d'affai...,Emploi / Autres missions sociales,info@entreprendreici.org,1 888 975-1420,entreprendreici.org,Provincial
escale notre-dame (l'),Centre de réadaptation interne de 14 semaines. Programme distinct pour les dépendances aux substances. Programme mixé pour les dépendances. Réinsertion sociale avec hébergement pour les résidents seul...,Santé / Soutien aux personnes vulnérables,info@escalenotredame.com,514 251-0805,escalenotredame.com,Provincial
espoir pour la démence,"Prévention, diagnostic précoce et traitement de la démence. Programme d'apprentissage intergénérationnel: initiation à l'utilisation des tablettes pour les personnes aînées et projets créatifs. Alimen...",Santé / Développement enfants et familles,info@hopefordementia.org,514 464-0202,espoirpourlademence.org,Provincial
exponenti'elles,"Programme intensif d'aide au développement de carrière et d'entreprise d'une durée d'un an pour établir un chemin hors de la pauvreté. Accompagnement professionnel, développement des compétences, atel...",Emploi / Soutien aux personnes vulnérables,contact@upwithwomen.org,438 299-4520,exponentielles.ca,Provincial
familles d'abord,Friperie le Comptoir familial de Gracefield. Ateliers de jeux parent-enfant de 0 à 5 ans. Groupes de soutien. Répit. Soutien aux femmes monoparentales. Sensibilisation.,Développement enfants et familles / Soutien aux personnes vulnérables,famillesdabord2015@gmail.com,819 463-4500,famillesdabord.com,Provincial
femmes autochtones du québec,"Représentation et défense des intérêts des femmes autochtones. Promotion de la non-violence, de la justice, de l'égalité des droits et de la santé. Ateliers de prévention de la violence familiale et d...",Défense des droits / Santé,info@faq-qnw.org,1 800 363-0322,faq-qnw.org,Provincial
fibrose kystique canada,Soutien à la recherche sur la fibrose kystique. Promotion des soins individualisés et de qualité.,Santé,info@fkq.ca,1 800 363-7711,fibrosekystique.ca,Provincial
