nom,Description,secteur_activite,email,Téléphone,Site web,source_sheet
association d'entraide le chaînon,"Maison d'hébergement temporaire. Écoute et référence, hébergement, soutien à l'orientation des démarches, relation d'aide. Types d'hébergement temporaire: service d'hébergement d'urgence (3 nuits), un...",Soutien aux personnes vulnérables / Logement,secretariat@lechainon.org,514 845-0151,lechainon.org,Grand Montréal
association de la communauté noire de côte-des-neiges,"Soutien et activités pour la communauté noire anglophone. Information, référence.? Paniers de nourriture. Activités sportives pour adolescent·e·s, adultes et personnes aînées. Activités et ateliers s",Développement communautaire / Bien Etre Alimentaire,info@cdnbca.org,514 737-8321,cdnbca.org,Grand Montréal
association de montréal pour la déficience intellectuelle,"Accueil, suivi et références. Sorties familiales. Soutien à la famille. Conférences et causeries. Intégration et participation sociale via des activités adaptées. Séjours et sorties extérieures.",Santé / Soutien aux personnes vulnérables,info@amdi.info,514 381-2300,amdi.info,Grand Montréal
association des conseillers en hébergement pour aînés du québec,"Accompagnement pour trouver un hébergement au privé pour personnes aînées autonomes. Rencontre individuelle à domicile, à l'hôpital ou en centre de réadaptation pour l'évaluation des besoin",Santé,rene@horizondubelage.com,514 949-7234,achq.quebec/fr/achq-accueil,Grand Montréal
association du québec pour enfants avec problèmes auditifs - montréal régional,"Information générale sur la surdité, sensibilisation, références. Soutien et écoute téléphonique. Programme de stimulation par le jeu pour les enfants. Aide aux devoirs et s",Santé / Développement enfants et familles,info@aqepamtl.org,514 842-3926,aqepa.org/aqepa-montreal-regional,Grand Montréal
association dysphasie +,"Conférences pour parents. Groupes d'entraide et d'échange entre parents, ateliers thématiques. Formation pour parents et intervenant·e·s. Accompagnement et soutien. Ateliers de stimulation pour enfant...",Santé / Développement enfants et familles,info@dysphasieplus.com,1 855 937-3670,dysphasieplus.com,Grand Montréal
association défi-lles et des ailes,"Accompagnement socioculturel pour adolescentes immigrantes et leur famille. Écoute, soutien et accompagnement interculturel. Médiation familiale. Aide dans les dossiers avec la Directeur de la protect...",Développement enfants et familles / Soutien aux personnes vulnérables,defillesetdesailes@gmail.com,514 546-9224,defillesetdesailes.ca,Grand Montréal
association panda-mrc les moulins,Outils et information sur le déficit d'attention avec ou sans hyperactivité (TDA/TDAH). Ateliers de développement des habiletés sociales pour les 6 à 11 ans. Ateliers pour adolescents en milieu scolai...,Santé / Développement enfants et familles,info@pandamrclesmoulins.org,1 833 740-8324,www.associationpandalanaudiere.org,Grand Montréal
association pour la défense des droits sociaux du montréal métropolitain,Information sur les droits et obligations en rapport avec l'aide sociale. Aide dans les démarches. Clinique d'impôts. Fête de Noël pour les membres.,Défense des droits / Soutien aux personnes vulnérables,info@addsmm.org,514 523-0707,addsmm.org,Grand Montréal
association pour la défense des droits sociaux du montréal métropolitain - clinique d'impôts,"Clinique d'impôts à l'année, sur rendez-vous.",Défense des droits / Soutien aux personnes vulnérables,addsmm2013@gmail.com,514 523-0707,addsmm.org/clinique-dimpot,Grand Montréal
association québécoise des traumatisés crâniens - région de montréal,"Intégration sociale. Activités de loisirs. Intervention psychosociale: rencontres individuelles ou familiales, ateliers. Groupes de soutien. Soutien aux proches: répit, rencontres, at",Santé / Soutien aux personnes vulnérables,aqtc@aqtc.ca,514 274-7447,www.aqtc.ca,Grand Montréal
atelier (l'),"Formation en métiers d'art et en employabilité. Programme PAAS-Action: insertion sociale, développement des habiletés sociales, par l'apprentissage d'un métier d'art. Programme Transart vers l'emploi:...",Emploi / Santé,coordo@atelierobnl.com,514 844-6458,atelierobnl.com,Grand Montréal
atelier industriel saint-jean,"Entreprise d'insertion professionnelle pour personnes en situation de handicap. Échantillonnage, emballage, embouteillage, ensachage, scellage, etc.",Emploi / Soutien aux personnes vulnérables,info@atelierindustriel.ca,450 347-2616,atelierindustriel.ca,Grand Montréal
atelier jem,"Atelier de travail à temps partiel ou à temps plein adapté aux besoins et aux habiletés. Emballage et assemblage, fonctionnement léger de machine, étiquetage et triage, sous supervision. Consultation ...",Emploi / Santé,info@jemworkshop.org,514 735-4217,www.jemworkshop.org/fr,Grand Montréal
atelier la flèche de fer (l') - affi,"Entreprise adaptée favorisant l'emploi de personnes vivant avec un handicap. Activités de logistique à valeur ajoutée: préparation de commandes, assemblage, emballage, distribution, entreposage, inspe...",Emploi / Soutien aux personnes vulnérables,info@groupeaffi.ca,450 552-9150,groupeaffi.ca,Grand Montréal
ateliers d'antoine,"Entreprise d'insertion. Formation rémunérée en ébénisterie. Suivi individuel, suivi en recherche d'emploi et en emploi. Fabrication de produits horticoles et de mobilier urbain.",Emploi / Éducation et formation,ventes@lesateliersdantoine.com,514 256-5557,ateliersdantoine.com,Grand Montréal
auberge communautaire du sud-ouest,"Hébergement: soutien individuel et collectif, gîte et couvert, séjour maximum d'un an. Envol: appartements abordables avec soutien communautaire. Le Tremplin: appartements supervisés avec suivi indivi...",Soutien aux personnes vulnérables / Logement,lauberge@laubergecommunautaire.org,514 768-4774,laubergecommunautaire.org,Grand Montréal
aumônerie communautaire de montréal,"Écoute, soutien et accompagnement pour les hommes ex-détenus. Centre de jour pour ex-détenus: 2857-A, rue de Bruxelles, Montréal, H1L 6A6. Réinsertion sociale et familiale. Référence.",Soutien aux personnes vulnérables / Défense des droits,acmontreal@hotmail.com,514-978-8881,www.aumoneriecommtl.org,Grand Montréal
avenue hébergement communautaire (l'),Hébergement pour jeunes adultes en difficulté. Information et référence. Maison d'hébergement de transition d'une durée maximale de 6 mois. Petites Avenues: logements transitoires en colocation. Pigno...,Soutien aux personnes vulnérables / Logement,maison@lavenuehc.org,514 254-2244,www.lavenuehc.org,Grand Montréal
barreau du québec,Ordre professionnel des avocat·e·s du Québec. Réception des plaintes: www.barreau.qc.ca/fr/grand-public/porter-plainte/comment-porter-plainte-avocat Bottin des avocat·e·s en ligne: www.barreau.qc.ca/f...,Défense des droits / Autres missions sociales,infobarreau@barreau.qc.ca,1 844 954-3411,www.barreau.qc.ca/fr,Grand Montréal
bon pilote (le),Amélioration des conditions de vie des personnes vivant avec une déficience visuelle ou en perte de mobilité. Service de guide et d'accompagnement sans voiture. Appels de soutien et visites d'amitié. ...,Santé / Soutien aux personnes vulnérables,info@lebonpilote.org,514 593-5454,lebonpilote.org,Grand Montréal
"bouclier d'athéna (le), services familiaux","Intervention, sensibilisation et prévention de la violence conjugale et familiale avec une approche culturellement et linguistiquement adaptée pour les communautés ethnoculturelles. Consultation indiv...",Soutien aux personnes vulnérables / Développement enfants et familles,comptabilite@bouclierdathena.com,1 877 274-8117,bouclierdathena.com/fr,Grand Montréal
boulot vers... (le),"Entreprise d'insertion sociale. Stage de formation rémunéré de 4 à 6 mois, carte Opus gratuite durant le stage au besoin. Formation socioprofessionnelle personnalisée. Orientation scolaire et professi...",Emploi / Éducation et formation,info@boulotvers.org,514 259-2312,boulotvers.org,Grand Montréal
bureau d'aide juridique - droit de l'immigration - montréal,"Bureau d'aide juridique en droit de l'immigration. Consultation téléphonique avec un·e avocat·e, accessible 24 heures, 7 jours, lors d'une arrestation ou en cas de détention.",Défense des droits / Autres missions sociales,baj.immigration@ccjm.qc.ca,1 800 842-2213,www.aidejuridiquedemontreal.ca,Grand Montréal
bureau de la communauté haïtienne de montréal,Accueil et soutien pour familles vulnérables visant leur réussite sociale.Soutien à la famille Option protection : Partenariat avec la DPJ. Programme d'enrichissement de l'expérience parentale : Ma fa...,Développement enfants et familles / Soutien aux personnes vulnérables,info@bchm.ca,514 725-9508,www.bchm.ca,Grand Montréal
café de la maison ronde,"Accompagnement des personnes autochtones de 18 ans et plus en situation de vulnérabilité économique et sociale vers la citoyenneté entière. Volet 1, programme de travail alternatif à la journée: 1 qua...",Soutien aux personnes vulnérables / Développement communautaire,marilou.maisonneuve@itineraire.ca,514 872-9465,www.itineraire.ca/programme-maison-ronde,Grand Montréal
café l'itinéraire,"Lieu de rencontre et d'échange. Référence. Repas pour camelots et membres seulement. Récupération de dons sur place: bas chauds, mitaines et gants, tuques, chauffes mains, foulard, bottes chaudes, col...",Soutien aux personnes vulnérables / Bien Etre Alimentaire,courrier@itineraire.ca,514 597-0238,www.itineraire.ca,Grand Montréal
cansupport des cèdres,Programmes et services offrant du soutien additionnel pour aider à composer avec le cancer et le traitement. Ateliers et groupes de soutien. Atelier d'écriture créative. Art-thérapie Ateliers pour fem...,Santé / Soutien aux personnes vulnérables,cedarscansupport@muhc.mcgill.ca,514 934-1934 poste 31666,cansupport.ca/fr,Grand Montréal
carrefour de liaison et d'aide multiethnique,"Accueil et soutien Accueil et aide à l'établissement des personnes nouvellement arrivées. Information et référence. Soutien dans les démarches administratives, la réunification familiale, la demande d...",Autres missions sociales / Soutien aux personnes vulnérables,info@leclam.ca,514 271-8207,www.leclam.ca,Grand Montréal
carrefour des femmes de saint-léonard,"Accueil, écoute et relation d'aide. Référence, information et documentation. Cours, ateliers et conférences. Activités spéciales. Groupes de soutien thérapeutique hebdomadaires ouverts pour femmes aya...",Soutien aux personnes vulnérables / Santé,cfsl@bellnet.ca,514 325-4910,cfsl-femmes.com,Grand Montréal
centre africain de développement et d'entraide,Dons de petits électroménagers. Information et références. Aide pour remplir les formulaires et accompagnement dans les services gouvernementaux. Aide aux devoirs dans les écoles primaires. Programme ...,Autres missions sociales / Éducation et formation,centreafricaindeveloppement@gmail.com,514 528-6032,,Grand Montréal
centre alpha-sourd,"Ateliers d'alphabétisation pour personnes sourdes, sourdes-usher et sourdes-aveugles. Cours de français en lecture et écriture. Cours de mathématiques. Cours d'informatique. Cuisine communautaire. Act...",Éducation et formation / Soutien aux personnes vulnérables,info@casourd.org,514 278-5334,www.casourd.org/alpha-sourd-montreal,Grand Montréal
centre au puits,Projets d'autonomisation. Ateliers divers favorisant le développement d'habiletés sociales et l'acquisition de compétences variées. Sorties socioculturelles. Activités spéciales.,Soutien aux personnes vulnérables,info@centreaupuits.org,514 843-5004,www.centreaupuits.org,Grand Montréal
centre communautaire congolais des aînés,"Activités récréatives, éducatives et culturelles. Repas communautaires. Cafés-rencontres. Soutien et entraide à domicile pour les personnes malades et soutien en cas de deuil. Aide et visites aux aîné...",Santé / Développement communautaire,centre.aines@videotron.ca,514 597-2882,,Grand Montréal
centre communautaire des femmes sud-asiatiques,Centre de jour pour les femmes. Consultation et accompagnement. Information et référence. Traduction et interprétariat. Cours de français et d'anglais.,Soutien aux personnes vulnérables / Autres missions sociales,sawcc@sawcc-ccfsa.ca,514 528-8812,www.sawcc-ccfsa.ca/FR,Grand Montréal
centre communautaire juridique de montréal,"Services d'aide juridique par des avocats en droit familial, droit criminel et pénal, droit de la jeunesse, immigration, droit civil, administratif (aide sociale, SAAQ, CSST), pension alimentaire, dro...",Défense des droits / Soutien aux personnes vulnérables,aidejuridiquemtl@ccjm.qc.ca,1 800 842-2213,www.aidejuridiquedemontreal.ca,Grand Montréal
centre communautaire lgbtq+ de montréal,"Lieu commun où se regroupent des organismes et des personnes dédiés à l'amélioration des conditions de vie par le biais de l'éducation, l'information et la recherche. Domaines: santé et services socia...",Défense des droits / Santé,info@cclgbtqplus.org,514 528-8424,ccglm.org,Grand Montréal
centre communautaire mada,Banque alimentaire. Cafétéria. Banque de meubles et de vêtements. Soutien familial et individuel. Programmes sociaux et éducatifs. Repas à partager: boîte-repas livrée à domicile (nourriture cachère)....,Bien Etre Alimentaire / Soutien aux personnes vulnérables,mada@madacenter.com,514 342-4969,www.madacentre.com/fr,Grand Montréal
centre culturel canadien-bulgare zornica,"Immigration Accueil et accompagnement pour personnes nouvellement arrivées. Traduction en bulgare, anglais, français. Cours de langue: français, anglais, bulgare.Logement Aide à la recherche de logeme...",Autres missions sociales / Éducation et formation,zornica.info@gmail.com,514 629-6951,www.zornitsa.ca/fr,Grand Montréal
centre culturel des canadiens japonais de montréal,Centre communautaire pour les Nippo-Canadien·ne·s avec services aux personnes aînées et aux nouveaux·elles arrivant·e·s. Information et références. Visites à domicile et à l'hôpital et appels téléphon...,Autres missions sociales / Santé,centrejaponais@bellnet.ca,514 728-1996,www.jcccm-cccjm.ca/?language=fr,Grand Montréal
centre d'accueil et de référence sociale et économique pour immigrants de saint-laurent,"Immigration Accueil, référence, information et orientation. Assermentation. Aide technique dans les démarches et aide pour remplir les formulaires. Aide à la recherc",Autres missions sociales,info@cari.qc.ca,514 748-2007,cari.qc.ca,Grand Montréal
centre d'action socio-communautaire de montréal,"Accueil, information, orientation sociale et défense des droits. Activités socioculturelles pour personnes aînées. Établissement et intégration des personnes nouvellement arrivées. Séances d'informati...",Défense des droits / Autres missions sociales,accueil@cascmontreal.ca,514 842-8045,cascmontreal.ca,Grand Montréal
centre d'aide aux familles latino-américaines,Services psychosociaux et communautaires. Programme de périnatalité pour femmes immigrantes précaires. Petite enfance: accompagnement pour parents qui ont des enfants de 0 à 5 ans. Alliance: accompagn...,Développement enfants et familles / Soutien aux personnes vulnérables,info@cafla.ca,514 273-8061,cafla.ca,Grand Montréal
centre d'encadrement pour jeunes femmes immigrantes,"Informations et références. Formations: petite enfance, multimédia, informatique, codage numérique, lancement d'entreprises, IA et suivi entrepreneurial. Cours de langues: français, anglais. Orientati",Autres missions sociales / Éducation et formation,contact@cejfi.org,514 744-2252,www.cejfi.org,Grand Montréal
centre d'hébergement la traverse,"Centre d'hébergement pour les personnes nouvelles arrivantes demandeuses d'asile. Écoute et soutien. Commodités incluses: repas, cuisine communautaire, salle de lavage, accès à Internet, vêtements. Se...",Soutien aux personnes vulnérables / Logement,latraverse@mail.com,514 382-4999,www.centreslatraverse.org,Grand Montréal
centre d'information pour espagnols,"Dépannage alimentaire et matériel. Information et référence. Cours divers: informatique, broderie et artisanat. Activités de groupe: sorties et voyages. Cafés-rencontres. Paniers de Noël pour personne...",Autres missions sociales / Bien Etre Alimentaire,adm.msta@gmail.com,514 843-4113,www.misionsantateresadeavila.org,Grand Montréal
centre d'intégration scolaire,"Externat de niveaux primaire et secondaire pour jeunes avec des problèmes d'adaptation sociale et affective. Enseignement individualisé. Activités de rééducation. Équipe en orthopédagogie, enseignant·...",Éducation et formation / Santé,centre.dintegration.scolaire@gmail.com,514 374-8490,,Grand Montréal
centre d'orientation des nouveaux arrivants et immigrants de montréal,Accueil et références. Consultation individuelle. Certification de documents. Préparation à l'examen de citoyenneté. Employabilité: aide à la rédaction de CV et de lettres de présent,Autres missions sociales / Emploi,conamc6@hotmail.ca,514 733-0738,www.conam.sitew.ca,Grand Montréal
centre d'orientation et de prévention d'alcoolisme et toxicomanie latino-américain,"Sessions d'information sur l'alcoolisme, la toxicomanie, la dépendance (avec ou sans substance) et la violence. Orientation, références et intervention. Intervention psy",Soutien aux personnes vulnérables / Santé,copatla1989@gmail.com,514 948-6188,,Grand Montréal
centre d'orientation paralégale et sociale pour immigrants,Banque alimentaire et dépannage alimentaire. Repas hebdomadaire à prix modique. Consultation paralégale et sociale pour personnes immigrantes et personnes demandeuses d'asile. Services pour per,Soutien aux personnes vulnérables / Bien Etre Alimentaire,directrice@copsi.ca,438 531-6976,www.copsi.ca,Grand Montréal
centre d'écoute et d'intervention face à face,"Écoute active et soutien au téléphone et en personne. Consultation individuelle. Information et distribution de chèques de l'aide sociale. Information sur la recherche de logement, l'habitation à loye...",Soutien aux personnes vulnérables / Logement,info@faceafacemontreal.org,514 934-4546,faceafacemontreal.org/fr,Grand Montréal
centre d'écoute et de référence halte ami,"Service d'écoute, de référence, d'accueil et d'aide à l'intégration aux immigrants. Écoute anonyme et confidentielle en personne ou par téléphone. Activités de prévention psychosociale et de sensibili...",Autres missions sociales / Soutien aux personnes vulnérables,centre_ecoute@halte-ami.ca,438 796-8701,halte-ami.ca,Grand Montréal
centre d'écoute et de référence multi-écoute,Écoute confidentielle et anonyme par téléphone ou en personne. Suivi psychosocial à court ou moyen terme offert dans la langue maternelle de la personne ayant besoin de suivi. Information et référence...,Soutien aux personnes vulnérables / Autres missions sociales,direction@multiecoute.org,514 378-3430,multiecoute.org,Grand Montréal
centre d'éducation des adultes de lasalle - édifice boileau,"Centre d'éducation pour adultes. Programme de participation sociale: développement de compétences de communication, coopération, agir avec méthode, créativité, sens critique, prendre soin de so",Éducation et formation / Santé,info.boileau@csmb.qc.ca,514 855-4500 poste 1305,lasalle.centrecsmb.com,Grand Montréal
centre de bien-être de l'ouest-de-l'île pour personnes atteintes de cancer,"Aide à la santé et au bien-être des personnes vivant avec le cancer en répondant à leurs besoins physiques, spirituels, émotionnels, informationnels, sociaux, systémiques et prat",Santé / Soutien aux personnes vulnérables,info@wicwc.org,514 695-9355,wicwc.com/fr,Grand Montréal
centre de bien-être l'espoir c'est la vie,"Groupes d'entraide en français et en anglais pour personnes ayant un cancer, personnes proches aidantes et personnes vivant un deuil relié au cancer. Jumelage et soutien par des bénévoles. Activités e...",Santé / Soutien aux personnes vulnérables,hopecope@jgh.mcgill.ca,514 340-3616,hopeandcope.ca/fr/?lang=fr,Grand Montréal
centre de jour st-james,"Centre de jour: lieu de socialisation, accès à une ligne téléphonique, activités ludiques et artistiques. Service d'échange de vêtements, douche et repas. Services psychosociaux, accompagnement dans l...",Soutien aux personnes vulnérables / Santé,info@stjamescentre.ca,514 288-0039,stjamescentre.ca/fr,Grand Montréal
centre de la communauté sourde du montréal métropolitain,"Interprétation en ASL (American Sign Language) et voix. Information pour personnes sourdes, majoritairement peu scolarisées et sans emploi. Défense des droits et intérêts. Aide à la communication",Défense des droits / Soutien aux personnes vulnérables,service@ccsmm.org,514 903-2200,,Grand Montréal
centre de lutte contre l'oppression des genres,"Promotion de l'égalité entre les genres et de l'autonomisation au sein des communautés marginalisées. Information, ressources, et recommendations axé sur des organismes 2SLGBTQ+. Distribution de matér...",Défense des droits / Soutien aux personnes vulnérables,info@genderadvocacy.org,514 848-2424 poste 7431,genderadvocacy.org/fr/accueil,Grand Montréal
centre de main-d'oeuvre opex'82,Service spécialisé de main-d'oeuvre visant la réinsertion au marché du travail de personnes judiciarisées. Orientation d'emploi. Ateliers de formation. Exploration et connaissance de soi. Formation pr...,Emploi / Soutien aux personnes vulnérables,opex82montreal@viatravail.ca,514 381-7276,www.viatravail.ca,Grand Montréal
centre de prévention des agressions de montréal,Prévention des abus. Ateliers d'information et de référence. Cours d'autodéfense pour adolescentes. Cours d'autodéfense pour femmes. Programme de préventions des agressions pour les enfants (CAP/ESPAC...,Soutien aux personnes vulnérables / Développement enfants et familles,centre@cpamapc.org,514 284-1212,www.cpamapc.org/fr,Grand Montréal
centre de psychologie gouin,Thérapie familiale et individuelle. Thérapie par le jeu. Thérapie de groupe. Clinique de la petite enfance et de l'attachement pour 0 à 5 ans: dépistage de diverses problématiques. Clinique de l'enfan...,Santé / Développement enfants et familles,admin-cpg@cpgouin.ca,514 331-5530,www.cpgouin.ca,Grand Montréal
centre de recherche et d'études sur le vieillissement de l'université mcgill,"Centre de recherches en neurologie et gérontologie. Clinique d'Alzheimer et maladies cognitives: évaluation du risque, diagnostic précoce, traitement, suivi et référence. Group",Santé,info.mcsa@mcgill.ca,514 766-2010,mcsa.ca,Grand Montréal
centre de ressources en employabilité montréal centre-ville,Club de recherche d'emploi. Orientation professionnelle. Ateliers transversaux pour la recherche d'emploi. Ateliers spécialisés pour les personnes nouvellement immigrantes. Aide à la rédaction,Emploi / Autres missions sociales,cremcv@cremcv.com,514 286-9595,www.cremcv.com,Grand Montréal
centre de ressources et de grossesse options,"Soins et soutien aux jeunes et familles aux prises avec une grossesse imprévue.Assistance matérielle Test de grossesse gratuit. Boutique ARK: vêtements et couches pour enfants de 0 à 5 ans, vêtements ...",Développement enfants et familles / Soutien aux personnes vulnérables,options@jslmontreal.org,450 699-4357,www.centreoptions.org/indexfr1,Grand Montréal
centre de ressources pour hommes de montréal,"Accueil, analyse et orientation. Service d'intervention psychosociale individuelle. Cafés-rencontres: groupes d'entraide. Groupes thématiques: gestion de la colère, gestion du stress, bilan de vie et ...",Soutien aux personnes vulnérables / Santé,info@crhmontreal.ca,1 833 673-2746,www.crhmontreal.ca,Grand Montréal
centre de ressources pour les familles de militaires - région de montréal - garnison de montréal,Soutien aux familles de militaires. Services administratifs. Services psychosociaux sur rendez-vous au besoin.,Soutien aux personnes vulnérables / Santé,info.crfm@forces.gc.ca,514 252-2777 poste 4984,crfmmfrcmtl.ca,Grand Montréal
centre de ressources pour les patients du neuro,"Bibliothèque spécialisée, prêt et consultation sur place. Aide à la recherche et référence, en personne ou au téléphone. Base de données en ligne. Production de documentation informative.",Santé,infoneuro@muhc.mcgill.ca,514 398-5358,www.mcgill.ca/infoneuro/fr,Grand Montréal
centre de référence du grand montréal,"211: service téléphonique et de clavardage, répertoire en ligne pour guider les citoyen·n·e·s vers les ressources sociocommunautaires et publiques pouvant répondre à leurs besoins. Drogue: aide et réf...",Soutien aux personnes vulnérables / Développement communautaire,crgm@info-reference.qc.ca,514 527-1388,crgm.ca,Grand Montréal
centre de rêves et espoirs,Services principalement anglophones de soutien au développement thérapeutique et récréatif. Orthophonie et ergothérapie. Répit de fin de semaine. Programme éducation pour jeunes anglophones ayant des ...,Santé / Développement enfants et familles,admincdh@centreofdreamsandhopes.org,514 327-6667 poste 200,centreofdreamsandhopes.org/fr,Grand Montréal
centre de service en emploi et formation de montréal,Développement de l'emploi des personnes autochtones. Aide à la recherche d'emploi. Intégration professionnelle. Financement des études professionnelles et éducations aux adultes.,Emploi / Éducation et formation,sdrhpnm@cdrhpnq.qc.ca,514 283-0901,www.cdrhpnq-fnhrdcq.ca,Grand Montréal
centre de services de justice réparatrice,Services de rencontres de justice réparatrice pour personnes victimes et personnes contrevenantes en crime apparenté. Ateliers thématiques dans une approche de justice réparatrice. Atelier Guérison de...,Défense des droits / Soutien aux personnes vulnérables,csjr@csjr.org,1 833 320-2757,csjr.org/fr,Grand Montréal
centre des femmes afghanes de montréal,"Regroupement de femmes afghanes visant l'autonomisation de femmes immigrantes socialement isolées. Programmes adaptés, ateliers de développement personnel et promotion de projets d'équipes. Cours: ang...",Soutien aux personnes vulnérables / Développement communautaire,info@awcm.ca,514 321-2194,www.awcm.ca/?lang=fr,Grand Montréal
centre des femmes de montréal,Alimentation Aide alimentaire. Cuisines collectives. Paniers de Noël pour les participantes.Emploi Programmes d'aide à l'emploi en français et en anglais.Immigration Aide à l'installation et à l'intég...,Soutien aux personnes vulnérables / Bien Etre Alimentaire,cfmwcm@centredesfemmesdemtl.org,514 842-4780,centredesfemmesdemtl.org,Grand Montréal
centre des femmes du plateau mont-royal,"Accueil, écoute et référence. Ateliers de formation. Rencontres d'information. Activités spéciales. Intégration socioprofessionnelle et accompagnement vers l'emploi.",Défense des droits / Emploi,info@cfemmesplateau.org,514 527-2295,cfemmesplateau.org,Grand Montréal
centre des femmes dynamiques de laval,"Lieu de rencontre, de référence et de soutien. Activités communautaires et éducatives. Conférences. Écoute et information. Activités physiques. Ateliers de prévention en santé globale. Dîners communau...",Santé / Développement communautaire,femmedynamique@live.ca,450 661-5409,,Grand Montréal
centre des travailleurs et travailleuses immigrants,Défense des droits. Information et références. Éducation sur les droits des travailleurs par l'entremise de campagnes de sensibilisation visant particulièrement les travailleur·euse·s temporaires et c...,Défense des droits / Éducation et formation,info@iwc-cti.ca,514 342-2111,iwc-cti.ca/fr,Grand Montréal
centre haïtien d'action familiale,Information et référence. Programme Y'a personne de parfait et groupe de soutien mensuel ouvert visant les nouveaux parents immigrants. Soutien pour personnes demandeuses d'asile: accompagnement dans ...,Développement enfants et familles / Soutien aux personnes vulnérables,chafquebec@yahoo.ca,514 729-8834,,Grand Montréal
