nom,Description,secteur_activite,email,Téléphone,Site web,source_sheet
maison st-dominique,Logement de durée indéterminée avec soutien psychosocial.,Logement / Santé,msd@maisonstdominique.org,514 845-7793,maisonstdominique.org,Grand Montréal
maison st-jacques,Ressource alternative de traitement spécialisé en santé mentale. Psychothérapie de groupe.,Santé / Soutien aux personnes vulnérables,info@maisonstjacques.com,514 526-4132,maisonstjacques.com,Grand Montréal
march of dimes after stroke - montréal stroke club chapter,Groupes de soutien par les pairs. Réseau de soutien et activités sociales. Club pour les victimes d'AVC en convalescence. Répit pour les aidants. Orthophonie. Arts et artisanat.,Santé / Soutien aux personnes vulnérables,afterstroke@marchofdimes.ca,1 888 540-6666,www.apres-avc.ca,Grand Montréal
misión catolica santa teresa de ávila - clinique d'impôts,Clinique d'impôts à l'année.,Soutien aux personnes vulnérables / Autres missions sociales,fondationromero@yahoo.ca,514 506-0120,www.infotetquebec.com/fondation-oscar-romero,Grand Montréal
mission bon accueil,Refuge pour hommes en situation d'itinérance. Traitement des dépendances. Réinsertion sociale. Logements de transition. Marché Bon Accueil: aide alimentaire sous forme d'épicerie gratuite. Services au...,Soutien aux personnes vulnérables / Bien Etre Alimentaire,info@missionba.com,514 523-5288,missionbonaccueil.com,Grand Montréal
mission bon accueil - marché bon accueil,Distribution de nourriture avec possibilité de livraison pour les personnes admissibles. Magasin-partage de Noël. Fournitures scolaires pour les membres seulement. Sessions d'information communautaire...,Bien Etre Alimentaire / Soutien aux personnes vulnérables,marchebonaccueil@missionba.com,514 937-9317 poste 5,missionbonaccueil.com,Grand Montréal
mission bon accueil - projet ontario,Hébergement de transition pour personnes en situation d'itinérance. Durée de séjour pouvant aller jusqu'à 3 mois. Accompagnement dans la recherche de logement permanent.,Soutien aux personnes vulnérables / Logement,ptl@missionba.com,514 935-6396,missionbonaccueil.com,Grand Montréal
mission chrétienne chinoise du canada - clinique d'impôts,Clinique d'impôts sur rendez-vous.,Soutien aux personnes vulnérables,montreal@ccmcanada.org,514 878-3113,centre.montreal.ccmcanada.org,Grand Montréal
mission old brewery - pavillon patricia mackenzie,Hébergement d'urgence dont la durée est basée sur les démarches et besoins de la personne. Accompagnement psychosocial vers une stabilité résidentielle. Les Colocs du PMP: hébergement de transition à ...,Soutien aux personnes vulnérables / Logement,intervention-pmp@missionoldbrewery.ca,514 526-6446,www.missionoldbrewery.ca,Grand Montréal
mission old brewery - service de prévention de l'itinérance,"Accompagnement des personnes seules ou ménages à risque d'itinérance (éviction, vulnérabilité économique, etc.) vers un logement. Aide au maintien dans le logement d'origine. Aide à l'orientat",Soutien aux personnes vulnérables / Logement,prevention@missionoldbrewery.ca,438 820-8602,www.missionoldbrewery.ca/fr/prevention,Grand Montréal
moelle épinière et motricité québec - service d'employabilité,"Aide à la recherche d'emploi, préparation de CV et d'entrevue, stratégies de recherche d'emploi. Consultation individuelle et en petits groupes. Orientation scolaire et professionnelle. Éval",Emploi / Santé,info@moelleepiniere.com,514 341-7272,www.moelleepiniere.com,Grand Montréal
montréal autochtone,"Lieu de rencontre. Programme de bien-être familial: soutien éducatif aux enfants, aide pour trouver les services, services culturels pour les familles. Camps de jour de printemps et d'été Iorahkote. C...",Développement enfants et familles / Développement communautaire,info@nativemontreal.com,514 331-6587 poste 210,nativemontreal.com/fr/acceuil,Grand Montréal
mouvement action chômage de montréal,Information et représentation juridique. Défense des droits et intérêts. Clinique plurilingue mensuelle pour personnes allophones. Collaboration et rencontres de formation sur mesure avec les syndicat...,Défense des droits / Emploi,macmtl@macmtl.qc.ca,514 755-9240,macmtl.qc.ca,Grand Montréal
mouvement communitas,Organisme de justice réparatrice. Accompagnement et réintégration pour personnes ayant été en prison. Cercles de soutien et de responsabilité: groupes de soutien confidentiels pour personnes avec un h...,Défense des droits / Soutien aux personnes vulnérables,info@communitasmontreal.org,514 244-6147,communitasmontreal.org,Grand Montréal
mères avec pouvoir - logements de transition,"Appartements transitoires pour une durée allant de 3 à 5 ans. Accompagnement psychosocial, rencontres mensuelles. Priorisation sur la liste d'attente du CPE voisin.",Logement / Développement enfants et familles,selection@meresavecpouvoir.org,514 282-1882 poste 9,meresavecpouvoir.org,Grand Montréal
méta d'âme,"Centre de jour et d'entraide entre pairs. Accompagnement et soutien vers l'atteinte des objectifs: démarches relatives à la santé, la réinsertion sociale et économique. Logements permanents et transit...",Soutien aux personnes vulnérables / Santé,info@metadame.org,514 528-9000,metadame.org,Grand Montréal
option - une alternative à la violence conjugale et familiale,"Accueil, évaluation et référence. Psychothérapie de groupe pour adultes ayant des comportements violents dans le couple et la famille. Possibilité de thérapie individuelle, de couple et fami",Soutien aux personnes vulnérables / Santé,info@optionalternative.org,514 527-1657 poste 101,www.optionalternative.org,Grand Montréal
opération bonne mine,Programme en persévérance scolaire. Aide financière pour la rentrée scolaire. Activités socioculturelles et artistiques. Bourses de persévérance scolaire.,Éducation et formation / Développement enfants et familles,programme@ssvp-mtl.org,514 526-5937 poste 121,ssvp-mtl.org/fr/132/s-inscrire-a-l-aide-a-la-rentree-scolaire,Grand Montréal
opération boîte à chaussures,Collecte de boîtes à chaussures remplies de cadeaux distribuées à des femmes vivant dans des abris pendant le temps des Fêtes. Comment faire une boîte: www.shoeboxproject.ca/ways-to-give/make-a-shoebo...,Soutien aux personnes vulnérables / Bien Etre Alimentaire,montreal@shoeboxproject.com,647 410-0720,www.shoeboxproject.ca/chapters/montreal,Grand Montréal
organisation populaire des droits sociaux,"Défense des droits et des intérêts des personnes assistées sociales. Aide directe pour la reconnaissance et la défense des droits sociaux. Regroupement, mobilisation et diffusion d'information.",Défense des droits,info@opdsrm.com,514-322-5782,opdsrm.com,Grand Montréal
outremangeurs anonymes -  intergroupe français de montréal,Entraide et soutien pour personnes vivant avec un trouble alimentaire. Groupes d'entraide basés sur les 12 étapes. Horaire des réunions virtuelles et en présentiel: outremangeurs.org/reunions,Santé / Soutien aux personnes vulnérables,reunions@outremangeurs.org,1 877 509-1939,outremangeurs.org,Grand Montréal
parados inc. (le),Hébergement pour femmes en situation de violence conjugale. Information et référence. Écoute téléphonique. Consultation. Intervention psychosociale et de crise. Soutien dans les démarches. Accompagnem...,Soutien aux personnes vulnérables / Logement,parados@leparados.ca,514 637-3529,www.leparados.ca,Grand Montréal
parkinson montréal-laval,Ligne téléphonique d'information et références. Rencontres pour les personnes nouvellement diagnostiquées et leur famille. Groupe d'entraide pour personnes vivant avec la maladie de Parkinson. Groupe ...,Santé / Soutien aux personnes vulnérables,montreal-laval@parkinsonquebec.ca,514 868-0597,parkinsonmontreallaval.ca,Grand Montréal
pas de la rue (le) - centre de débordement,Intervention de proximité. Repas. Accompagnement psychosocial. Activités. Quelques lits et fauteuils pour se reposer.,Soutien aux personnes vulnérables / Bien Etre Alimentaire,coordo@pasdelarue.org,514 526-1699,pasdelarue.org,Grand Montréal
pavillon emmanuel-grégoire,"Centre résidentiel communautaire, service d'hébergement et programme de réinsertion sociale.",Soutien aux personnes vulnérables / Logement,peg@s-e-g.ca,514 640-5361,www.s-e-g.ca/fr,Grand Montréal
pavillon prosper-boulanger,"Centre résidentiel communautaire, service d'hébergement et programme de réinsertion sociale.",Soutien aux personnes vulnérables / Logement,ppb@s-e-g.ca,514 640-5361,www.s-e-g.ca/fr,Grand Montréal
perspective autonomie en santé mentale,Organisme composé de pair·e·s aidant·e·s qui accompagnent les personnes qui sont en processus de rétablissement. Écoute et soutien à toute personne éprouvant des difficultés de santé mentale ou vivant...,Santé / Soutien aux personnes vulnérables,info@pasm-pairaidance.org,514 759-7276,www.pasm-pairaidance.org,Grand Montréal
perspective famille,"Aide individuelle pour les enfants, jeunes, parents, conjoint·e·s séparé·e·s et nouveaux·elles conjoint·e·s. Ateliers de groupe pour les enfants, parents, beaux-parents et conjoint·e·s séparé·e·s. Sou...",Développement enfants et familles / Soutien aux personnes vulnérables,info@perspectivefamille.org,450 622-0524,www.perspectivefamille.org,Grand Montréal
petite maison de la miséricorde (la),"La Halte-Amitié: milieu de vie. La Rosée: service de garderie.? Écoute téléphonique. Accompagnement personnalisé à la famille. Ateliers, café-rencontres, activités sociales et familiales. Répit de fin...",Développement enfants et familles / Soutien aux personnes vulnérables,info@lpmm.org,514 526-2639,www.petitemaisondelamisericorde.org,Grand Montréal
phobies-zéro,"Groupes d'entraide pour les personnes vivant avec un trouble anxieux, incluant le trouble obsessionnel compulsif, le trouble d'accumulation compulsive et leurs proches. Groupes d'entraide en présentie...",Santé / Soutien aux personnes vulnérables,admin@phobies-zero.qc.ca,450 922-5964 poste 2 et 3,www.phobies-zero.qc.ca,Grand Montréal
piamp (le),"Soutien aux jeunes qui échangent des services sexuels. Centre de jour. Banque alimentaire. Intervention par téléphone, par clavardage ou en personne: écoute, accompagnement et référence. Kiosques d'in...",Soutien aux personnes vulnérables / Bien Etre Alimentaire,piamp@piamp.net,438 508-3289,piamp.net,Grand Montréal
pirates verts (les),Banque alimentaire sans rendez-vous. Distribution alimentaire. Dépannage alimentaire d'urgence. Repas du samedi: souper chaud avec café pour tous et toutes. Récupération et cueillette de surplus alime...,Bien Etre Alimentaire,infos@lespiratesverts.org,,www.lespiratesverts.org,Grand Montréal
placement potentiel,Placement en emploi pour personnes vivant avec un handicap. Division spécialisée en entretien ménager.,Emploi / Soutien aux personnes vulnérables,info@placementpotentiel.com,514 694-0315,www.placementpotentiel.com/index-fr.html,Grand Montréal
point final,Prévention de la récidive en conduite avec facultés affaiblies.? Programme de sensibilisation et responsabilisation. Éducation.,Soutien aux personnes vulnérables / Éducation et formation,info@pointfinal.org,514 564-6909,pointfinal.org,Grand Montréal
programme d'aide aux sinistrés,Don de nourriture. Don de vêtements neufs. Coupons de nourriture et de restaurants. Don de billets d'autobus. Coupons de taxi. Paniers de Noël. Don de fournitures scolaires.,Soutien aux personnes vulnérables / Bien Etre Alimentaire,communications@jas-sy.org,514 842-6822,sunyouth.org/fr/aide-aux-sinistres,Grand Montréal
programme parent-aise,Programme d'accompagnement dans le processus de réintégration familiale des hommes contrevenants ayant un problème de délinquance sexuelle. Sensibilisation des membres de l'entourage.,Soutien aux personnes vulnérables / Santé,parent-aise@maison-charlemagne.org,514 257-9494 poste 227,maison-charlemagne.org,Grand Montréal
programme sphères,Continuum de services et d'activités de découverte personnelle pour jeune afin de les aider à construire leur identité et développer leur pouvoir d'agir. Démarche volontaire et non contraignante. Suiv...,Soutien aux personnes vulnérables / Développement enfants et familles,coordospheres@enmarge1217.ca,514 896-3590,programmespheres.ca,Grand Montréal
projet 10,"Services pour jeunes 2SLGBTQIA+ de 14 à 25 ans. Drop-in: espace de socialisation et de détente, comprenant une salle de bain non genrée et une cuisine communautaire. Soutien individuel et accompagneme...",Soutien aux personnes vulnérables / Développement enfants et familles,questions@p10.qc.ca,514 989-0001,www.p10.qc.ca/accueil,Grand Montréal
projet changement - centre communautaire pour les 50 ans et plus,"Accueil, information, orientation et référence. Appels de sécurité. Initiative de travail de milieu auprès des aînés en situation de vulnérabilité (ITMAV). Clinique de soins des pieds pou",Santé / Soutien aux personnes vulnérables,aines@projetchangement.com,514 521-5145,projetchangement.com,Grand Montréal
projet fées marraines,"Remise de tenues de bal et de bourses d'études post-secondaires pour jeunes éprouvant des difficultés financières. Dons de robes de bal, sacs à main de soirée, bijoux, écharpes, gants et autres access...",Développement enfants et familles / Soutien aux personnes vulnérables,info@feesmarraines.ca,514 316-7819,feesmarraines.ca,Grand Montréal
promis - promotion - intégration - société nouvelle,Aide à l'installation et à l'intégration. Francisation: cours de français gratuits. Aide à l'emploi. Aide à l'établissement en région. Emplois hors de Montréal pour personnes immigrantes: www.emploise,Autres missions sociales / Emploi,prisesderdv@promis.qc.ca,514 345-1615,promis.qc.ca/fr,Grand Montréal
reclaim literacy,Programmes visant à aider les adultes anglophones à développer leurs capacités de lecture et d'écriture et à promouvoir l'apprentissage tout au long de la vie. Tutorat individuel. Centre d'apprentissa...,Éducation et formation,info@reclaimliteracy.ca,514 369-7835,reclaimliteracy.ca,Grand Montréal
refuge des jeunes de montréal,Hébergement temporaire pour environ 1 mois. Refuge d'urgence. Déjeuner et souper. Rencontres individuelles et référence. Suivi. Possibilité d'une transition vers un logement social avec soutien commun...,Soutien aux personnes vulnérables / Logement,refuge@refugedesjeunes.org,514 849-4221 poste 2,www.refugedesjeunes.org/fr,Grand Montréal
regroupement de services intégrés propulsion (le),Gestion de logements adaptés. Aide aux activités de la vie quotidienne et domestique. Intégration communautaire et sociale.,Santé / Logement,info@rsipropulsion.ca,514 251-2525,rsipropulsion.ca,Grand Montréal
regroupement des aveugles et amblyopes du montréal métropolitain,Promotion des intérêts et défense des droits. Accompagnement et lecture pour les membres. Centre communautaire avec activités. Publiphone: système d'accès à l'information. Recrutement et,Défense des droits / Santé,info@raamm.org,514 277-4401,raamm.org,Grand Montréal
regroupement pour la trisomie 21,Accompagnement et entraide. Stimulation précoce. Programme de jour. Loisirs. Activités socioculturelles. Défense des droits. Conférences.,Santé / Développement enfants et familles,info@trisomie.qc.ca,514 850-0666,trisomie.qc.ca,Grand Montréal
renaissance québec,Insertion et formation à l'emploi par le biais de succursales de récupération et de vente de biens neufs et usagés. Centre d'aide à l'emploi Renaissance: conseils et services d'aide à la recherche d'e...,Emploi / Soutien aux personnes vulnérables,information@renaissancequebec.ca,514 276-3626,renaissancequebec.ca/fr,Grand Montréal
repère - relation d'entraide pour une paternité renouvelée,Accueil et référence. Intervention individuelle. Consultation juridique en droit de la famille. Programme Harmonie: rencontres de groupe visant à sensibiliser à l'importance de la coparentalité,Développement enfants et familles / Soutien aux personnes vulnérables,liaison@repere.org,514 381-3511,www.repere.org,Grand Montréal
rue des femmes (la),"Centre de jour et hébergement d'urgence pour femmes en situation d'itinérance. Centre de jour: repas, espace de repos et soins de santé relationnelle. Soutien, relation d'aide, intervention en situati...",Soutien aux personnes vulnérables / Santé,info@laruedesfemmes.org,514 284-9665,laruedesfemmes.org,Grand Montréal
réseau d'intervention auprès des personnes ayant subi la violence organisée,Psychothérapie individuelle. Relation d'aide. Thérapie de massage. Activités de groupe. Formation.,Santé / Soutien aux personnes vulnérables,info@rivo-resilience.org,514 282-0661,rivo-resilience.org/,Grand Montréal
réseau habitation femmes,Logements sociaux permanents pour femmes avec soutien communautaire. Distribution de matériel d'injection neuf aux personnes qui consomment des drogues (service gratuit).,Logement / Santé,info@reseauhabitationfemmes.org,514 875-9529,www.reseauhabitationfemmes.org,Grand Montréal
résidence emmanuel-grégoire,"Centre résidentiel communautaire, service d'hébergement et programme de réinsertion sociale.",Soutien aux personnes vulnérables / Logement,reg@s-e-g.ca,514 640-5361,www.s-e-g.ca/fr,Grand Montréal
résidence maria-goretti,"Hébergement pour nouvelles arrivantes. Chambres meublées tout inclus avec commodités. Salles de bain, cuisines et espaces communs. Séjour d'une durée d'un an maximum et de trois mois minimum.",Soutien aux personnes vulnérables / Logement,residence@promis.qc.ca,514 731-1161,promis.qc.ca/fr,Grand Montréal
serlan - repentigny,"Centre de travail adapté pour personnes vivant avec un handicap physique ou intellectuel, ou avec un problème de santé mentale. Assemblage, montage, emballage sous pellicule rétractable ou moulante, m...",Emploi / Santé,sboucher@serlan.com,450 654-9574,serlan.com,Grand Montréal
service d'aide aux conjoints,"Intervention auprès d'hommes dans un contexte de violence conjugale et familiale par des actions de prévention, sensibilisation et d'accompagnement. Information juridique. Rencontres individuelles. Gr...",Soutien aux personnes vulnérables / Défense des droits,oscar.heredia@serviceaideconjoints.org,1 438 828-7121,www.serviceaideconjoints.org,Grand Montréal
service d'entraide passerelle (le),Soutien et entraide pour femmes et mères vivant une rupture. Accueil téléphonique. Information et référence. Consultation individuelle. Groupes d'entraide et de soutien thématiques. Ateliers d'informa...,Soutien aux personnes vulnérables / Développement enfants et familles,info@entraidepasserellle.org,514 878-3456,www.entraidepasserelle.org,Grand Montréal
service d'entretien pro-prêt,"Entreprise d'insertion socioprofessionnelle. Programmes d'insertion: préposé en entretien ménager commercial et initiation en entretien ménager. Services aux entreprises: entretien ménager, réparation...",Emploi,info@propret.org,514 279-3627,propret.org,Grand Montréal
service d'hébergement st-denis,"Hébergement de 3 à 6 mois de type chambres et pension. Intervention individuelle et de groupe: soutien dans la compréhension de sa situation et l'identification de solutions, recherche d'autonomie (bu...",Soutien aux personnes vulnérables / Logement,heberg.stdenis@oricom.ca,514 374-6673,hebergementstdenis.com,Grand Montréal
service d'interprétation visuelle et tactile,"Interprétation pour santé et services sociaux, services gouvernementaux, services juridiques, travail et activités syndicales, rôle et soutien parental, services et biens de consommation, vie associat...",Santé / Soutien aux personnes vulnérables,info@sivet.ca,514 285-8877,sivet.ca,Grand Montréal
service d'intégration au marché du travail par objectifs,Soutien à la recherche d'emploi. Techniques et outils de recherche d'emploi. Suivi individuel jusqu'à 22 semaines à temps partiel. Accompagnement des personnes chercheuses d'emploi et des entrepri,Emploi,info@simo-emplois.com,514 277-6776,simo-emplois.com,Grand Montréal
service d'intégration à la collectivité - les augustines,"Hébergement pour les jeunes mères de 15 à 25 ans. Durée du séjour: 1 à 3 ans. Suivi, accompagnement et soutien dans l'apprentissage de l'autonomie et du rôle de mère. Ateliers et activités favoris",Développement enfants et familles / Soutien aux personnes vulnérables,equipe@augustines.info,514 722-1125,,Grand Montréal
service à la famille chinoise du grand montréal,Services pour les membres des communautés asiatiques et chinoises.Immigrant·e·s Accueil et aide à l'établissement des nouveaux·elles immigrant·e·s. Francisation à temps partiel. Programmes d'employabi...,Autres missions sociales / Développement enfants et familles,direction@famillechinoise.qc.ca,514 861-5244,www.famillechinoise.qc.ca,Grand Montréal
services de soutien à la famille - hay doun,"Soutien aux familles, aux jeunes et aux personnes aînées. Intégration des nouvelles·aux arrivant·e·s et des réfugié·e·s. Parrainage collectif. Référence et accompagnement. Soutien individuel et de gro...",Développement enfants et familles / Autres missions sociales,info@haydoun.ca,514 897-7504,www.haydoun.ca,Grand Montréal
services sociaux helléniques du québec,Alimentation Banque alimentaire. Livraison à domicile. Paniers de Noël.Soutien Information et référence. Écoute et accompagnement. Interprétation et traduction. Aide pour compléter les formulaires. Cl...,Bien Etre Alimentaire / Soutien aux personnes vulnérables,infosshq@hcgm.org,514 738-2421 poste 121,hcgm.org/?lang=fr,Grand Montréal
services à la famille amcal (les),Thérapie familiale et médiation. Visites supervisées. Adultes émergent·e·s: programme pour jeunes adultes de moins de 30 ans résidant encore chez les parents. Formation pour groupes communautaires. Ge...,Développement enfants et familles / Santé,afs@amcal.ca,514 694-3161 poste 225,www.amcal.ca/fr,Grand Montréal
sexoliques anonymes (les),Réseau de groupes d'entraide hebdomadaires. Programme de rétablissement pour les personnes qui désirent arrêter leurs pensées et comportements sexuels autodestructeurs. Information téléphonique pour l...,Soutien aux personnes vulnérables / Santé,info@sa-quebec.org,514 254-8181,www.sa-quebec.org,Grand Montréal
sexual assault centre of the mcgill students' society,"Groupes de soutien hebdomadaires confidentiels: pour les survivant·e·s, en français et en anglais. Accueil et assistance téléphonique (DIAL): en anglais, références vers d'autres services de Montréa",Soutien aux personnes vulnérables / Défense des droits,external@sacomss.org,,www.sacomss.org/wp/fr,Grand Montréal
sida bénévoles montréal,Centre de ressources pour personnes vivant avec le VIH-SIDA ou l'hépatite C.Soutien Gestion de cas: orientation et référence. Groupes de soutien coanimés par un·e membre et un·e intervenant·e. Groupes...,Santé / Soutien aux personnes vulnérables,info@accmontreal.org,514 527-0928,accmontreal.org/fr,Grand Montréal
sidalys - maison amaryllis,"Hébergement de transition. Chambres Amaryllis: hébergement de courte durée de 3 mois maximum (repas, buanderie). Studios Amaryllis: hébergement de courte durée de quelques mois à 2 ans. Présence conti...",Soutien aux personnes vulnérables / Logement,contact@sidalys.org,514 526-3811,sidalys.org,Grand Montréal
société d'entraide des femmes grecques (la),Intervention de crise. Dépannage alimentaire. Aide pour le paiement du loyer. Accompagnement dans les services publics. Aide financière pour frais de camps d'été pour enfants et personnes vivant avec ...,Soutien aux personnes vulnérables / Bien Etre Alimentaire,info@hlbs.ca,514 344-1666,www.hlbs.ca,Grand Montréal
société de saint-vincent de paul - conseil central,"Aide sur le plan des besoins essentiels: nourriture, vêtements, meubles, matériel scolaire. Aide sur le plan humain: écoute, accompagnement, référence, réinsertion au travail. Récupération de dons de ...",Bien Etre Alimentaire / Soutien aux personnes vulnérables,adjadm@ssvp-mtl.org,514 526-5937,ssvp-mtl.org/fr,Grand Montréal
solidarité de parents de personnes handicapées,Promotion et soutien aux parents. Répit-dépannage à domicile. Groupe d'échange et soirées d'information. Vente de produits pour l'incontinence. Sensibilisation. Défense des droits individuels et colle...,Santé / Défense des droits,info@spph.net,514 254-6067,www.spph.net/fr,Grand Montréal
sos professionnels,"Réseau d'entraide ayant pour but de soutenir les professionnel·le·s épuisé·e·s ou en perte de sens, dans les secteurs de la santé, de l'éducation, premiers répondants, etc. Activités de groupe. Suivis...",Santé / Soutien aux personnes vulnérables,secretariat@sos-professionnels.org,1 866 445-0590,sos-professionnels.org,Grand Montréal
summit school,École privée offrant des programmes adaptés. Pré-maternelle. Primaire modifié. Secondaire premier cycle modifié. Programme d'intégration sociale. Programme Défis. Formation de préparation au travail o...,Éducation et formation / Santé,admin@summit-school.com,514 744-2867,www.summit-school.com/?lang=fr,Grand Montréal
tel-aide montréal,"Ligne téléphonique d'écoute anonyme et confidentielle pour tout besoin: santé mentale, dépendance, couple en crise, violence conjugale, stress au travail, abus et intimidation, solitude, relations ten...",Soutien aux personnes vulnérables / Santé,info@telaide.org,514 935-1101,telaidemontreal.org,Grand Montréal
toit pour elles (un),Hébergement temporaire pour un maximum de 3 mois pour les femmes en processus de sortie de l'industrie du sexe. Soutien aux femmes hébergées et mise en place d'un plan d'action avec elles pour l'obten...,Soutien aux personnes vulnérables / Logement,info@untoitpourelles.org,514 903-3553,www.untoitpourellesquebec.org,Grand Montréal
union des travailleuses et travailleurs accidentés ou malades,Service d'information téléphonique sur les droits et recours. Rencontres d'information sur la réparation des accidents et des maladies du travail. Soutien et suivi de dossiers. Activités d'é,Défense des droits / Santé,uttam@uttam.quebec,514 527-3661,uttam.quebec,Grand Montréal
université de montréal - clinique universitaire en orthophonie et en audiologie,"Évaluations et interventions réalisées par les étudiant·e·s de l'École d'orthophonie et d'audiologie, sous la supervision de clinicien·ne·s ou de professeur·e·s membres de l",Santé,clinique@eoa.umontreal.ca,514 343-6789 poste 0,eoa.umontreal.ca/clinique-universitaire-en-orthophonie-et-en-audiologie,Grand Montréal
vie autonome - montréal,"Information, référence et sensibilisation. Réseautage. Ateliers d'information, formations, cafés-rencontres. Programme Le Pont: assistance à la recherche d'emploi, information scolaire, ateliers de co...",Santé / Emploi,coord@va-m.org,514 288-1177,,Grand Montréal
