nom,Description,secteur_activite,email,Téléphone,Site web,source_sheet
onentokon healing lodge,"Centre de thérapie en dépendance basé sur la compréhension des traumatismes et mettant de l'avant les cultures, pratiques et traditions autochtones. Programme interne de six semaines. Rencontres indiv...",Santé / Soutien aux personnes vulnérables,info@onentokon.org,450 479-8353,www.onentokon.com,Provincial
onentokon healing lodge - outreach services of montreal,Bureau de Montréal situé dans les locaux du Centre d'amitié autochtone de Montréal. Consultation individuelle. Évaluation. Référence vers des centres de traitements et de désintoxication. Suivi pos,Soutien aux personnes vulnérables / Santé,otsmontrealoutreach@hotmail.com,514 668-6399,www.onentokon.com,Provincial
onroule.org,"Répertoire web des lieux publics et commerces accessibles, de logements accessibles, adaptables et adaptés, d'organismes accessibles et de ressources liées à l'accessibilité.",Soutien aux personnes vulnérables / Développement communautaire,info@onroule.org,438 476-7012,onroule.org,Provincial
opération compagnons d'armes,Organisme de bienfaisance apportant du soutien aux vétéran·e·s. Aide pour remplir les formulaires de demande de services auprès d'Anciens Combattants Canada (ACC). Références aux ressources médicales....,Santé / Soutien aux personnes vulnérables,medintcbrne@gmail.com,438 377-5620,medintcbrne.com/charitable-organization,Provincial
ostéoporose canada,Documentation et identification des facteurs de risque. Ligne d'information. Éducation. Groupes de soutien.,Santé,montreal@osteoporosecanada.ca,1 800 463-6842,osteoporosecanada.ca,Provincial
outremangeurs anonymes - intergroupe anglophone de montréal,"Programme de rétablissement et de soutien. Groupes d'entraide basés sur l'approche des 12 étapes. Rencontres téléphoniques, en ligne et par Zoom.",Santé / Soutien aux personnes vulnérables,info@oamontrealenglish.org,514 488-1812,oamontrealenglish.org,Provincial
parents orphelins,"Soutien et information pour parents vivant un deuil périnatal. Groupe d'entraide mensuel sous forme de café-causerie, animé par un·e membre-parent. Activités et ateliers thématiques sur une base ponct...",Santé / Soutien aux personnes vulnérables,info@parentsorphelins.org,514 686-4880,parentsorphelins.org,Provincial
parents-secours du québec,"Réseau de foyers-refuges sécuritaires reconnaissables grâce à une affiche-fenêtre rouge et blanche, placée en évidence dans la fenêtre à l'avant du foyer-refuge. Promotion de la prévention. Formulaire...",Soutien aux personnes vulnérables / Développement enfants et familles,info@parentssecours.ca,1 800 588-8173,www.parentssecours.ca,Provincial
pavillon l'essence ciel,Centre de réadaptation interne d'une durée de 3 à 6 mois. Programme distinct pour les dépendances aux substances. Thérapie de groupe et individuelle. Suivi postcure (en personne ou par zoom): une renc...,Soutien aux personnes vulnérables / Santé,info@lessenceciel.org,450 672-0926,www.lessenceciel.org,Provincial
petales québec,"Soutien, accompagnement et sensibilisation au sujet des enjeux d'attachement et des troubles de l'attachement. Ligne téléphonique d'information, d'écoute et d'accompagnement. Soutien et accompagnement...",Santé / Développement enfants et familles,info@petalesquebec.org,1 877 326-4154,www.petalesquebec.org/fr,Provincial
piétons québec,"Défense collective des droits des personnes piétonnes. Sensibilisation et mobilisation des citoyen·ne·s et des instances publiques. Information, conférences et formations.",Défense des droits / Développement communautaire,info@pietons.quebec,514 394-0002,www.pietons.quebec,Provincial
portage - programme pour adolescents - ouest du québec,Centre de réadaptation en dépendance résidentiel d'une durée de 3 à 6 mois. Thérapie de groupe. Réintégration sociale: post-cure de 18 mois. École sur place obligatoire. Orientation et planification,Santé / Soutien aux personnes vulnérables,info_adomtl@portage.ca,450 224-2944,portage.ca/fr,Provincial
proche aidance québec,"Regroupement des associations, groupes et organismes locaux et régionaux qui ont pour mission d'améliorer la qualité de vie des personnes proches aidantes au Québec. Sensibilisation de la population e...",Santé,info@procheaidance.quebec,514 524-1959,procheaidance.quebec,Provincial
préma-québec,Soutien pour parents d'enfants prématurés pendant l'hospitalisation et au retour à la maison. Groupe de discussion dans les unités néonatales pour parents dont le bébé est hospitalisé. Service d'héber...,Santé / Développement enfants et familles,info@premaquebec.ca,1 888 651-4909,premaquebec.ca,Provincial
présâges,Laboratoire d'innovation sociale sur des enjeux du vieillissement. Consolidation et développement du milieu communautaire oeuvrant auprès des personnes aînées et de l'enjeux du vieillissement. Initiat...,Santé / Développement communautaire,info@presages.org,514 600-4223,www.presages.org,Provincial
pères séparés,Aide et référence par téléphone ou Zoom. Groupe d'entraide hebdomadaire. Rencontres individuelles: accompagnement selon les besoins de la personne. Ateliers et conférences pour les intervenant·e·s du ...,Soutien aux personnes vulnérables / Développement enfants et familles,psi@peres-separes.qc.ca,514 254-6120,peres-separes.qc.ca,Provincial
qavvivik centre de santé familiale et communautaire inuit,"Développe des programmes et améliore l'accès aux services pour les Inuit, avec le réseau de santé et de services sociaux du Québec. Clinique médicale, avec ou sans rendez-vous. Soutien et accompa",Santé / Développement communautaire,infoqavvivik@gmail.com,438 380-4670,www.qavvivik.ca/fr,Provincial
r des centres de femmes du québec (l'),Promotion et développement du réseau des centres de femmes du Québec. Représentation dans les revendications et dans les démarches des centres. Développement de la concertation entre les centres de fe...,Défense des droits,info@rcentres.qc.ca,514 876-9965,rcentres.qc.ca,Provincial
regard en elle,"Maison d'hébergement de première étape pour femmes victimes de violences. Intervention, consultation. Accompagnement dans les démarches de tout ordre. Écoute téléphonique 24/7. Groupes d'entraide. Inf...",Soutien aux personnes vulnérables / Logement,servicesaide@regardenelle.org,1 888 582-6005,regardenelle.org,Provincial
regroupement des activistes pour l'inclusion au québec,"Défense des droits des personnes vivant avec un handicap moteur, sensoriel - visuel ou auditif -ou un problème de langage. Aide et soutien à la résolution de conflits. Information, mobilisation et s",Défense des droits / Soutien aux personnes vulnérables,le.rapliq@gmail.com,514 656-1664,rapliq.org,Provincial
regroupement des associations de personnes traumatisées craniocérébrales du québec,"Représentation en matière de besoins et de services. Regroupement, soutien et concertation.",Santé / Soutien aux personnes vulnérables,info@connexiontccqc.ca,514 543-4800,www.connexiontccqc.ca,Provincial
regroupement des auberges du coeur du québec (le),Regroupement de 32 maisons d'hébergement communautaire jeunesse situées dans 10 régions du Québec. Promotion et défense des droits et intérêts des jeunes en difficulté et sans abri.,Soutien aux personnes vulnérables / Défense des droits,info@aubergesducoeur.org,514 523-8559,www.aubergesducoeur.org,Provincial
regroupement des aveugles et amblyopes du québec,Référence et information. Promotion des intérêts et défense des droits des personnes vivant avec une déficience visuelle.,Défense des droits / Santé,info@raaq.qc.ca,1 800 363-0389,www.raaq.qc.ca,Provincial
regroupement des centres d'amitié autochtones du québec,Représentation des 10 Centres d'amitié autochtones et soutien à leur développement. Promotion et défense des droits et intérêts des citoyen·ne·s autochtones dans les villes. Sensibilisation sur le,Défense des droits / Développement communautaire,infos@rcaaq.info,1 877 842-6354,www.rcaaq.info,Provincial
regroupement des comités logement et associations de locataires du québec,"Défense et promotion du droit au logement. Campagnes d'information et séances de formation juridique. Mobilisations de locataires. Interventions publiques, présentations de mémoir",Défense des droits / Logement,rclalq@rclalq.qc.ca,,rclalq.qc.ca,Provincial
regroupement des maisons pour femmes victimes de violence conjugale,"Développement de stratégies de sensibilisation pour la population, les intervenant·e·s sociaux·ales et du système judiciaire ainsi que les instances gouvernementales afin de mieux comp",Soutien aux personnes vulnérables / Défense des droits,info@maisons-femmes.qc.ca,514 878-9134,maisons-femmes.qc.ca,Provincial
regroupement des popotes roulantes du québec,Soutien au démarrage de popotes roulantes et aux groupes déjà en opération. Formation et édition des guides sur la mise en place et le fonctionnement des popotes roulantes. Organisation d'activités d'...,Bien Etre Alimentaire,direction@popotes.org,1 877 277-2722,popotes.org,Provincial
regroupement des ressources alternatives en santé mentale du québec,"Promotion, développement et maintien des organismes alternatifs en santé mentale. Regroupement d'organismes et d'associations à but non lucratif, non assujettis à la Loi sur les service",Santé / Défense des droits,rrasmq@rrasmq.com,1 877 523-7919,www.rrasmq.com,Provincial
regroupement québécois des centres d'aide et de lutte contre les agressions à caractère sexuel,Regroupement des CALACS. Réseau d'échange pour travailleuses et personnes militantes. Formation et information. Mobilisation et sensibilisation à la violence,Soutien aux personnes vulnérables / Défense des droits,info@rqcalacs.qc.ca,1 877 717-5252,rqcalacs.qc.ca,Provincial
regroupement tdl québec,Promotion d'une meilleure connaissance du trouble développemental du langage (dysphasie) et des troubles langagiers au sein des organismes de soutien et du public. Défense des droits des personnes dys...,Santé / Défense des droits,info@regroupementtldl.ca,1 800 495-4118,www.regroupementtdl.ca,Provincial
rehabex - campbell's bay,"Services personnalisés aux personnes judiciarisées dans leurs démarches de réinsertion sociale, pour trouver un emploi, retourner aux études et faire une demande de pardon. Orientation professionnelle...",Soutien aux personnes vulnérables / Emploi,informations@rehabex.ca,1 844 664-8757,rehabex.ca/fr,Provincial
relais famille,"Accompagnement des proches de personnes judiciarisées, en personne ou par visioconférence. Écoute, référence, rencontres individuelles. Groupes de partage. Art-thérapie. Conférences. Activités sociale...",Soutien aux personnes vulnérables / Santé,info@relaisfamille.org,1 855 419-6632,www.relaisfamille.org,Provincial
répit émergo,Camp de répit estival. Répit scolaire les fins de semaine.,Santé / Développement enfants et familles,info@repitemergo.com,514 931-2882,repitemergo.com,Provincial
réseau d'action pour l'égalité des femmes immigrées et racisées du québec,Organisme de défense des droits des femmes immigrantes. Émancipation et autodétermination. Favoriser la concertation entre les femmes immigrantes. Encourager la recherche et la re,Défense des droits / Soutien aux personnes vulnérables,accueil@rafiq.ca,514 849-3956,rafiq.ca,Provincial
réseau de la santé sexuelle des sourds du québec,Informer et mettre en garde la communauté sourde et malentendante du Québec contre les risques de contracter le VIH/Sida et les ITSS. Information sur le VIH/Sida et les ITSS adaptée en LSQ. Ateliers d...,Santé / Éducation et formation,info@rsssq.org,438 476-7260,rsssq.org,Provincial
réseau enfants-retour,Ateliers et séminaires de prévention des disparitions et enlèvements. Information par téléphone et sur place. Accompagnement dans les démarches administratives et légales liées à la disparition. Produ...,Soutien aux personnes vulnérables / Développement enfants et familles,info@reseauenfantsretour.ong,1 833 632-4673,www.reseauenfantsretour.ong,Provincial
réseau québécois d'action pour la santé des femmes,"Réseau multidisciplinaire. Promotion et défense des droits et intérêts des femmes. Mobilisation et représentation. Production et diffusion d'information en santé. Ateliers de formation, conférences, c...",Défense des droits / Santé,rqasf@rqasf.qc.ca,514 877-3189,www.rqasf.qc.ca,Provincial
réseau québécois pour l'inclusion sociale des personnes sourdes et malentendantes,Organisme provincial de défense des droits des personnes sourdes et malentendantes au Québec.? Sensibilisation. Information.? Formations.,Défense des droits / Santé,administration@reqis.org,514 278-8703,www.reqis.org,Provincial
réseau solidarité itinérance du québec,Réseau provincial de regroupements régionaux en itinérance. Information et mobilisation. Défense des droits. Représentation.,Soutien aux personnes vulnérables / Défense des droits,info@rsiq.org,438 378-3643,itinerance.ca,Provincial
résidence ymca,Hébergement temporaire avec services. Vestiaire d'urgence. Salle familiale et sorties socioculturelles. Information et aide avec le processus d'immigration et d'intégration pour réfugié·e·s. Ateliers ...,Soutien aux personnes vulnérables / Logement,baptiste.duburcq@ymcaquebec.org,514 932-5353,www.ymcaquebec.org,Provincial
sclérodermie québec,"Écoute téléphonique, information et orientation Soutien des personnes atteintes par des références médicales et de l'information éducative. Comités d'entraide: aider les patient·e·s et leurs proches à...",Santé / Soutien aux personnes vulnérables,info@sclerodermie.ca,1 844 990-6789,sclerodermie.ca,Provincial
sclérose en plaques canada - division du québec,Information relative aux différents aspects de la maladie. Orientation vers les services d'amélioration des conditions de vie. Appui dans la revendication de droits. Promotion et financement de la rec...,Santé / Défense des droits,info.qc@scleroseenplaques.ca,1 800 268-7582,spcanada.ca,Provincial
secrétariat aux relations avec les premières nations et les inuit,"Établissement responsable d'assurer les relations harmonieuses et de partenariats entre les Autochtones et le gouvernement du Québec, et entre les Autochtones et la population en général.",Autres missions sociales,srpni@mce.gouv.qc.ca,418 643-3166,www.quebec.ca/gouvernement/ministeres-et-organismes/secretariat-premieres-nations-inuit,Provincial
service andc-aide,Relation d'aide individuelle ou relationnelle par des personnes étudiantes en fin de formation du Centre de relation d'aide de Montréal. 10 séances hebdomadaires. Approche non directive créatrice. Ren...,Santé / Soutien aux personnes vulnérables,andc-aide@cramformation.com,514 598-7000,www.cramformation.com,Provincial
service de consultation de l'école de psychologie,Centre de formation à l'exercice de la pratique professionnelle de la psychologie. Consultation individuelle par des doctorant·e·s en psychologie en formation clinique et étroitement supervisés par le...,Santé,scep@psy.ulaval.ca,418 656-5490,scep.ulaval.ca,Provincial
service de messagerie pour arrêter le tabac (smat),"Programme d'encouragement, de conseils, d'informations et de soutien à l'arrêt tabagique. Soutien quotidien via des messages automatisés et interactifs. Messenger: envoi de messages quotidiens pendant...",Santé / Soutien aux personnes vulnérables,smat@cancer.ca,20202,www.smat.ca,Provincial
services communautaires canadiens italiens du québec,"Information, référence. Consultation. Traduction. Collaboration avec d'autres groupes ou agences gouvernementales. Programmes sociaux et culturels, services aux personnes aînées. Prévention de la mal",Autres missions sociales / Santé,info@scciq.com,514 274-9461,www.scciq.com,Provincial
services parajudiciaires autochtones du québec (les),"Aide aux personnes autochtones en matière de justice. Ligne d'urgence sur les abus policiers. Consultation parajudiciaire pour personnes accusées, témoins ou victimes impliquées dans un processus judi",Défense des droits / Soutien aux personnes vulnérables,info@spaq.qc.ca,1 833 753-2095,spaq.qc.ca,Provincial
singa québec,Innovation sociale et enrichissement culturel avec des personnes réfugiées. Jumelage interculturel et acompagnement lors des 6 premiers mois. Activités socioculturelles. Ateliers d'information. Ressou...,Autres missions sociales / Développement communautaire,info@singa.quebec,,www.singa.quebec,Provincial
société canadienne de l'hémophilie - section québec,Information et recherche. Éducation et sensibilisation. Service-conseil. Défense de droits pour personnes hémophiles. Services pour personnes infectées par le VIH à la suite d'une transfusion sanguine,Santé / Défense des droits,info@schq.org,1 877 870-0666,www.hemophilia.ca/fr/quebec,Provincial
société canadienne du cancer - division du québec,Information et référence. Communauté virtuelle: www.parlonscancer.ca Répertoire de services à la communauté: csl.cancer.ca/fr Aide à la cessation tabagique. Prêt de prothèses capillaires et don de pro...,Santé / Soutien aux personnes vulnérables,info@sic.cancer.ca,1 888 939-3333,cancer.ca/fr,Provincial
société de l'arthrite du canada,"Aide entrAide: programme d'entraide, d'information et de soutien. Conversations sur l'arthrite: webinaires et conférences. Ligne d'information sur l'arthrite: suivi des demandes de renseignement et de...",Santé,info@arthrite.ca,1 800 321-1433,arthrite.ca,Provincial
société de la sclérose latérale amyotrophique du québec,Groupes de soutien mensuels en ligne ou en personne pour les personnes vivant avec la maladie et pour les personnes proches aidantes. Activités de sensibilisation auprès du réseau des institutions,Santé / Soutien aux personnes vulnérables,info@sla-quebec.ca,1 877 725-7725,sla-quebec.ca,Provincial
société de saint-vincent de paul - conseil provincial du québec,Coordination et concertation des points de service de la Société de Saint-Vincent-de-Paul à l'échelle du Québec.,Soutien aux personnes vulnérables / Développement communautaire,info@ssvp.qc.ca,514 525-0232,www.ssvp-quebec.ca,Provincial
société gastro-intestinale,"Groupe d'entraide mensuel. Conférences, sensibilisation. Recherche, information et éducation.",Santé / Soutien aux personnes vulnérables,info@mauxdeventre.org,1 855 600-4875,badgut.org/?lang=fr,Provincial
société huntington du québec,"Ateliers de stimulation sensorimotrice hebdomadaires pour les personnes atteintes. Écoute, soutien et références. Documentation en ligne. Groupe d'entraide ouvert pour les proches aidant·e·s et les fa...",Santé / Soutien aux personnes vulnérables,shq@huntingtonqc.org,1 877 282-2444,www.huntingtonqc.org,Provincial
société john howard du québec (la) - chez nous!,"Service d'accompagnement à l'hébergement pour personnes sortant d'une prison provinciale, d'un pénitencier fédéral ou d'une maison de transition et voulant résider à Québec ou Montréal. Assistance mon...",Soutien aux personnes vulnérables / Logement,admin@john-howard.qc.ca,514 909-8040,john-howard.qc.ca/fr,Provincial
société québécoise de la déficience intellectuelle,"Promotion des intérêts et défense des droits des personnes vivant avec une déficience intellectuelle et de leur famille. Information et sensibilisation. Organisation de sessions de formation, de collo...",Défense des droits / Santé,info@sqdi.ca,514 725-7245,www.sqdi.ca/fr,Provincial
société québécoise de la fibromyalgie,"Regroupement d'associations régionales. Information sur la maladie, par téléphone, par courriel et par courrier. Références vers les ressources sociales et médicales existantes.",Santé,info@sqf.quebec,450 933-6530,www.sqf.quebec,Provincial
sos violence conjugale,"Accueil, évaluation, information, sensibilisation, soutien et référence bilingues, anonymes et confidentiels. Services disponibles par téléphone, courriel, clavardage, texto ou ATS pour personnes sour...",Soutien aux personnes vulnérables / Défense des droits,sos@sosviolenceconjugale.ca,1 800 363-9010,sosviolenceconjugale.ca/fr,Provincial
soutien à la personne handicapée en route vers l'emploi au québec,"Soutien pour employeurs et organismes aidant les chercheur·euses d'emploi avec un handicap. Subvention salariale ciblée. Équipement adapté. Aide financière: interprétariat, transcription",Emploi / Santé,sphere@sphere-qc.ca,1 888 455-4334,sphere-qc.ca,Provincial
tel-jeunes,"Écoute et intervention psychosociale par téléphone, par clavardage, par courriel et par message texte. Forum d'échanges en ligne par et pour les jeunes. Clavardage avec de jeunes étudiant·e·s en relat...",Santé / Soutien aux personnes vulnérables,info@teljeunes.com,1 800 263-2266,www.teljeunes.com,Provincial
tel-écoute - ligne tel-aînés,Ligne d'écoute téléphonique pour les personnes aînées.,Santé / Soutien aux personnes vulnérables,info@tel-ecoute.org,1 833 326-8837,tel-ecoute.org,Provincial
togo,Soutien psychologique par le biais de chiens formés par une équipe multidisciplinaire. Chiens d'assistance psychologique: formés pour accompagner les personnes au quotidien. Chiens d'intervention: for...,Santé / Soutien aux personnes vulnérables,admission@leschienstogo.com,,leschienstogo.com,Provincial
toxico-stop,Thérapie interne de 28 jours. Programme distinct pour les dépendances aux substances. Réinsertion sociale de 6 à 12 mois. Thérapie de groupe. Ateliers thématiques ou éducatifs. Réunions de 12 étapes. ...,Soutien aux personnes vulnérables / Santé,admission@toxicostop.org,514 327-6017,www.toxico-stop.com,Provincial
unicef québec,Organisation humanitaire qui vise à l'amélioration et à la promotion de la condition des enfants. Promotion des droits et du bien-être des enfants et des jeunes. Collecte de fonds pour soutenir les pr...,Défense des droits / Développement enfants et familles,info@unicef.ca,514 288-5134,www.unicef.ca/fr,Provincial
union des consommateurs,"Défense collective des droits. Représentation des intérêts des consommateur·trice·s auprès de diverses instances politiques, réglementaires ou judiciaires. Recherche, actions et représentations sur le...",Défense des droits,info@uniondesconsommateurs.ca,,uniondesconsommateurs.ca,Provincial
université de montréal - clinique de cyber-criminologie,"Prévention, soutien et écoute pour les victimes de cybercriminalité par une équipe multidisciplinaire d'étudiant·e·s universitaires. Accompagnement personnalisé à distance à court, moyen et long te",Soutien aux personnes vulnérables / Défense des droits,info@clinique-cybercriminologie.ca,514 343-6111,clinique-cybercriminologie.ca,Provincial
université mcgill - clinique de violence conjugale,"Clinique-école de consultation en violence conjugale. Thérapie individuelle, de couple, familiale et de groupe par des étudiant·e·s supervisé·e·s de l'Université McGill. Recherches en violence conjuga...",Soutien aux personnes vulnérables / Santé,derrolj@hotmail.com,514 398-2686,www.mcgill.ca/dvc,Provincial
vilavi,Logement permanent et non-supervisé. Maisons de chambres et studios meublés avec accompagnement et soutien communautaire pour la stabilité résidentielle et la réinsertion sociale. Centre de traitement...,Soutien aux personnes vulnérables / Logement,info@vilavi.ca,450 964-6566,vilavi.ca/fr,Provincial
vivre avec la fibrose kystique,"Accueil accompagnement, aide et soutien. Référence et représentation des droits.Publication d'un magazine deux fois par année : Santé Vous Bien.Campagnes des bas de Noël pour les membres.Activités de ...",Santé / Soutien aux personnes vulnérables,info@vivreaveclafk.com,514 288-3157,vivreaveclafibrosekystique.com,Provincial
école secondaire elizabeth,École anglophone pour adolescentes enceintes et jeunes mères. Programme permettant aux étudiantes de terminer le secondaire 1 à 5 à leur propre rythme. Enseignement individualisé. Préparation pour l'é...,Éducation et formation / Développement enfants et familles,elizabethhigh@emsb.qc.ca,514 488-6529,www.elizabethhigh.ca,Provincial
écoute entraide,Écoute active et référence par téléphone. Groupes d'entraide.,Soutien aux personnes vulnérables,direction@ecoute-entraide.org,1 855 365-4463,www.ecoute-entraide.org,Provincial
équijustice,"Promotion de la justice équitable et accessible à tous·tes. Partenaire du programme d'Équipe mobile, de médiation et d'intervention sociale (ÉMMIS): équipe 24/7 d'intervention non urgente dans l'espac...",Défense des droits / Soutien aux personnes vulnérables,info@equijustice.ca,1 877 204-0250,equijustice.ca/fr,Provincial
